"Applicant","Edu_Parent1","Edu_Parent2","Sex","White","Asian","HSGPA","SAT_ACT","College","Admitted","Enrolled","College_GPA","Admit_Tree_Pred","Admit_Tree_Prob"
300,7,7,"F",1,0,4.14,1090,"Math & Science","0",0,NA,"0",0.308370044052863
301,6,6,"M",0,0,2.5,930,"Business & Economics","0",0,NA,"0",0.05676072418855
302,7,7,"F",1,0,4.25,1300,"Business & Economics","0",1,3.71,"1",0.73936170212766
303,6,7,"F",0,1,4.4,1340,"Arts & Letters","1",0,NA,"1",0.73936170212766
304,6,6,"F",1,0,3.77,1140,"Business & Economics","0",0,NA,"0",0.05676072418855
305,6,6,"F",0,0,4.09,1290,"Business & Economics","1",0,NA,"1",0.73936170212766
306,7,7,"M",1,0,4.25,1350,"Math & Science","1",0,NA,"1",0.896933560477002
307,6,7,"M",0,1,3.23,1220,"Arts & Letters","0",0,NA,"0",0.05676072418855
308,6,6,"F",0,0,4.13,1200,"Arts & Letters","1",0,NA,"1",0.695652173913043
309,7,6,"M",1,0,3.5,1370,"Math & Science","0",0,NA,"0",0.156017830609212
310,6,6,"F",1,0,4.18,1290,"Business & Economics","0",1,3.039,"1",0.73936170212766
311,1,1,"M",0,0,3.17,1020,"Arts & Letters","0",0,NA,"0",0.05676072418855
312,6,7,"F",0,0,4.23,1310,"Math & Science","1",0,NA,"1",0.73936170212766
313,6,6,"F",1,0,3.86,1330,"Math & Science","0",0,NA,"0",0.378048780487805
314,6,3,"M",1,0,2.89,1200,"Business & Economics","0",0,NA,"0",0.05676072418855
315,7,7,"M",1,0,3.15,1180,"Math & Science","0",0,NA,"0",0.05676072418855
316,5,6,"F",1,0,3.7,1210,"Arts & Letters","0",0,NA,"0",0.05676072418855
317,6,6,"M",1,0,3.96,1230,"Math & Science","0",0,NA,"0",0.245187436676798
318,1,2,"F",0,0,3.94,660,"Business & Economics","0",0,NA,"0",0.320754716981132
319,6,7,"M",1,0,3.29,1100,"Math & Science","0",0,NA,"0",0.05676072418855
320,1,1,"M",0,1,3.83,1140,"Math & Science","1",0,NA,"1",0.793939393939394
321,3,6,"F",0,1,4,1250,"Math & Science","0",0,NA,"0",0.245187436676798
322,6,4,"F",0,0,3.71,1190,"Business & Economics","0",0,NA,"0",0.05676072418855
323,6,7,"F",0,0,3.5,970,"Business & Economics","0",0,NA,"0",0.05676072418855
324,3,4,"F",0,0,3.96,980,"Arts & Letters","1",0,NA,"0",0.245187436676798
325,7,6,"F",1,0,3.35,1100,"Arts & Letters","0",0,NA,"0",0.05676072418855
326,1,1,"M",0,0,3.57,1020,"Business & Economics","1",0,NA,"0",0.05676072418855
327,5,6,"M",1,0,4.25,1350,"Math & Science","1",1,3.159,"1",0.896933560477002
328,7,4,"M",1,0,3.62,1210,"Business & Economics","0",0,NA,"0",0.05676072418855
329,1,2,"F",0,0,2.67,940,"Math & Science","0",0,NA,"0",0.05676072418855
330,4,6,"M",1,0,3,1060,"Math & Science","0",0,NA,"0",0.05676072418855
331,3,4,"F",1,0,3.57,1210,"Arts & Letters","0",0,NA,"0",0.05676072418855
332,7,7,"F",1,0,3.2,1480,"Arts & Letters","0",0,NA,"0",0.156017830609212
333,6,6,"F",1,0,4.29,1170,"Arts & Letters","0",0,NA,"0",0.1
334,3,3,"M",0,0,2.54,980,"Arts & Letters","0",0,NA,"0",0.05676072418855
335,6,6,"F",1,0,3.85,1280,"Math & Science","1",0,NA,"0",0.378048780487805
336,6,7,"F",1,0,3.9,1070,"Business & Economics","0",0,NA,"0",0.245187436676798
337,5,3,"M",1,0,4.14,1210,"Math & Science","1",0,NA,"1",0.695652173913043
338,4,4,"M",1,0,3.5,1140,"Business & Economics","0",0,NA,"0",0.05676072418855
339,1,1,"M",0,0,3.55,1170,"Arts & Letters","0",0,NA,"0",0.05676072418855
340,7,6,"F",0,1,3.08,1150,"Arts & Letters","0",0,NA,"0",0.05676072418855
341,6,6,"F",1,0,4.08,1300,"Math & Science","0",0,NA,"1",0.73936170212766
342,7,7,"M",0,0,3.05,1160,"Math & Science","0",0,NA,"0",0.05676072418855
343,5,6,"M",0,0,3.26,1040,"Business & Economics","0",0,NA,"0",0.05676072418855
344,5,4,"M",1,0,4,1230,"Business & Economics","0",0,NA,"0",0.245187436676798
345,3,7,"M",1,0,4.35,1310,"Business & Economics","1",0,NA,"1",0.73936170212766
346,5,5,"M",0,0,4,1430,"Math & Science","1",0,NA,"1",0.896933560477002
347,1,1,"M",0,0,3.73,1160,"Math & Science","1",1,3.133,"1",0.855172413793103
348,6,4,"M",0,0,4.04,1350,"Arts & Letters","0",0,NA,"1",0.896933560477002
349,4,3,"F",0,0,3.58,890,"Math & Science","0",0,NA,"0",0.05676072418855
350,6,6,"M",1,0,3.86,1250,"Arts & Letters","1",1,3.503,"1",0.854901960784314
351,7,6,"M",1,0,3.55,1210,"Business & Economics","0",0,NA,"0",0.05676072418855
352,4,4,"M",0,0,2.86,1220,"Math & Science","0",0,NA,"0",0.05676072418855
353,7,7,"M",0,0,4.12,1250,"Arts & Letters","0",0,NA,"1",0.590909090909091
354,3,3,"M",1,0,3.27,1170,"Math & Science","0",0,NA,"0",0.05676072418855
355,6,6,"M",1,0,3.46,1150,"Arts & Letters","0",0,NA,"0",0.05676072418855
356,1,1,"F",0,0,4,940,"Math & Science","1",0,NA,"0",0.320754716981132
357,2,2,"F",0,1,3.68,1030,"Math & Science","1",1,2.479,"1",0.855172413793103
358,3,4,"M",0,1,3.59,1380,"Math & Science","0",0,NA,"0",0.26978417266187
359,2,2,"F",0,1,4.29,1190,"Math & Science","1",0,NA,"1",0.793939393939394
360,7,7,"M",1,0,4.33,1270,"Math & Science","0",0,NA,"1",0.73936170212766
361,6,6,"F",1,0,3.92,1160,"Arts & Letters","0",1,2.997,"1",0.854901960784314
362,6,5,"F",0,0,3.6,1160,"Arts & Letters","0",0,NA,"0",0.05676072418855
363,3,3,"F",0,1,3.75,1110,"Arts & Letters","0",0,NA,"0",0.05676072418855
364,3,3,"F",0,0,4.2,1070,"Math & Science","1",0,NA,"0",0.308370044052863
365,1,1,"F",0,0,3.6,950,"Arts & Letters","0",0,NA,"0",0.05676072418855
366,4,7,"F",1,0,3.8,1170,"Arts & Letters","0",0,NA,"0",0.245187436676798
367,3,3,"F",0,0,3.54,1020,"Arts & Letters","1",1,3.395,"1",0.855172413793103
368,6,6,"M",0,0,3.5,1140,"Business & Economics","0",0,NA,"0",0.05676072418855
369,7,6,"F",0,0,3.64,1340,"Arts & Letters","1",0,NA,"0",0.26978417266187
370,7,5,"F",0,0,3.05,1190,"Business & Economics","0",0,NA,"0",0.05676072418855
371,7,6,"F",1,0,4.08,1430,"Business & Economics","1",0,NA,"1",0.896933560477002
372,7,6,"M",1,0,3.94,1260,"Business & Economics","1",1,3.1,"1",0.73936170212766
373,5,4,"F",0,0,3.85,1170,"Arts & Letters","0",1,3.397,"1",0.854901960784314
374,6,6,"F",1,0,3.58,1170,"Arts & Letters","0",0,NA,"0",0.05676072418855
375,6,7,"F",1,0,2.68,830,"Math & Science","0",0,NA,"0",0.05676072418855
376,6,6,"F",1,0,3.9,1300,"Math & Science","1",1,3.205,"1",0.73936170212766
377,6,4,"F",1,0,3.09,1090,"Business & Economics","0",0,NA,"0",0.05676072418855
378,7,7,"M",1,0,4.33,1470,"Math & Science","1",0,NA,"1",0.896933560477002
379,6,7,"M",1,0,3.59,1090,"Arts & Letters","0",0,NA,"0",0.05676072418855
380,6,3,"M",1,0,3.8,1320,"Math & Science","1",1,3.09,"1",0.903225806451613
381,6,6,"M",1,0,3.45,1040,"Arts & Letters","0",0,NA,"0",0.05676072418855
382,4,5,"F",1,0,3.84,1390,"Arts & Letters","0",1,3.338,"1",0.896933560477002
383,6,6,"F",1,0,4.08,1320,"Business & Economics","1",0,NA,"1",0.73936170212766
384,5,4,"M",1,0,3.35,1320,"Math & Science","0",0,NA,"0",0.156017830609212
385,6,6,"F",0,1,3.5,1160,"Business & Economics","0",0,NA,"0",0.05676072418855
386,4,4,"F",1,0,3,1170,"Math & Science","0",0,NA,"0",0.05676072418855
387,6,6,"M",0,1,3.2,1190,"Math & Science","0",0,NA,"0",0.05676072418855
388,3,3,"M",0,0,3.79,1130,"Math & Science","1",0,NA,"0",0.245187436676798
389,6,7,"F",0,0,3.53,1290,"Math & Science","0",0,NA,"0",0.26978417266187
390,6,6,"F",1,0,3.8,1250,"Business & Economics","0",0,NA,"0",0.245187436676798
391,4,6,"F",1,0,4,1110,"Arts & Letters","0",0,NA,"0",0.245187436676798
392,4,6,"M",0,0,3.52,1160,"Business & Economics","0",0,NA,"0",0.05676072418855
393,3,5,"F",0,0,3.91,1230,"Math & Science","1",1,2.918,"1",0.854901960784314
394,7,6,"F",1,0,3.91,1200,"Arts & Letters","0",0,NA,"0",0.245187436676798
395,6,4,"M",1,0,4.06,1540,"Arts & Letters","1",0,NA,"1",0.896933560477002
396,6,6,"F",1,0,3.15,1220,"Arts & Letters","0",0,NA,"0",0.05676072418855
397,4,4,"M",0,0,2.43,850,"Math & Science","0",0,NA,"0",0.05676072418855
398,6,7,"M",1,0,3.55,1220,"Arts & Letters","0",0,NA,"0",0.05676072418855
399,1,1,"F",0,0,3.89,1120,"Math & Science","1",0,NA,"1",0.793939393939394
400,1,7,"M",0,0,3.92,1310,"Business & Economics","1",0,NA,"1",0.73936170212766
401,6,6,"M",0,0,4,1170,"Math & Science","1",0,NA,"0",0.245187436676798
402,6,6,"M",0,1,3.69,1240,"Arts & Letters","0",0,NA,"0",0.05676072418855
403,7,7,"M",1,0,3.41,1110,"Arts & Letters","0",0,NA,"0",0.05676072418855
404,6,6,"F",0,0,3.33,930,"Business & Economics","0",0,NA,"0",0.05676072418855
405,6,4,"M",1,0,3.38,1250,"Business & Economics","0",0,NA,"0",0.05676072418855
406,6,6,"M",0,1,3.5,1130,"Math & Science","0",0,NA,"0",0.05676072418855
407,7,7,"F",1,0,4.25,1400,"Math & Science","1",1,3.639,"1",0.896933560477002
408,3,3,"F",1,0,3.64,1290,"Math & Science","1",1,3.431,"1",0.855172413793103
409,6,4,"M",0,0,2.95,1120,"Business & Economics","0",0,NA,"0",0.05676072418855
410,6,7,"F",1,0,3.91,1350,"Math & Science","0",0,NA,"1",0.896933560477002
411,6,6,"F",1,0,3.72,1190,"Arts & Letters","0",0,NA,"0",0.05676072418855
412,7,7,"M",0,0,3.17,1230,"Arts & Letters","0",0,NA,"0",0.05676072418855
413,3,6,"F",1,0,3.62,1260,"Arts & Letters","0",0,NA,"0",0.05676072418855
414,6,6,"M",1,0,3.05,1280,"Math & Science","0",0,NA,"0",0.156017830609212
415,7,7,"M",1,0,3.55,1250,"Arts & Letters","0",0,NA,"0",0.05676072418855
416,3,3,"F",0,0,2.94,910,"Arts & Letters","0",0,NA,"0",0.05676072418855
417,6,7,"M",1,0,3.85,1340,"Math & Science","1",0,NA,"0",0.378048780487805
418,7,7,"M",1,0,3.43,950,"Math & Science","0",0,NA,"0",0.05676072418855
419,6,6,"F",0,1,3.65,1190,"Math & Science","0",0,NA,"0",0.05676072418855
420,6,6,"F",1,0,4.21,1190,"Math & Science","1",0,NA,"1",0.695652173913043
421,4,4,"M",1,0,3.45,960,"Math & Science","0",0,NA,"0",0.05676072418855
422,7,6,"F",0,0,3.95,1230,"Business & Economics","1",1,3.465,"1",0.854901960784314
423,7,7,"M",1,0,4.1,1170,"Business & Economics","1",0,NA,"1",0.717948717948718
424,6,4,"M",1,0,3.64,1150,"Math & Science","0",0,NA,"0",0.05676072418855
425,6,4,"M",1,0,3.31,1430,"Business & Economics","0",0,NA,"0",0.156017830609212
426,4,4,"F",0,1,3.36,1060,"Business & Economics","0",0,NA,"0",0.05676072418855
427,6,6,"F",0,1,3.95,1170,"Business & Economics","1",1,2.496,"1",0.854901960784314
428,3,3,"F",1,0,4.11,1280,"Business & Economics","1",1,3.5,"1",0.73936170212766
429,6,4,"M",1,0,4.23,1260,"Arts & Letters","1",1,3.351,"1",0.73936170212766
430,7,6,"F",1,0,4.05,1320,"Arts & Letters","0",1,3.131,"1",0.73936170212766
431,3,4,"F",1,0,3.52,1130,"Arts & Letters","0",0,NA,"0",0.05676072418855
432,4,6,"F",1,0,4.09,1130,"Arts & Letters","1",1,3.699,"1",0.854901960784314
433,1,1,"F",0,0,3.14,900,"Arts & Letters","0",0,NA,"0",0.05676072418855
434,4,6,"F",1,0,4.23,1160,"Math & Science","0",0,NA,"0",0.1
435,6,7,"M",1,0,4.2,1430,"Math & Science","1",1,3.631,"1",0.896933560477002
436,3,6,"M",1,0,3.14,950,"Arts & Letters","0",0,NA,"0",0.05676072418855
437,4,7,"M",1,0,3.23,1230,"Arts & Letters","0",0,NA,"0",0.05676072418855
438,3,3,"M",1,0,3.9,1290,"Math & Science","0",0,NA,"1",0.73936170212766
439,3,6,"M",1,0,3.83,980,"Arts & Letters","0",0,NA,"0",0.245187436676798
440,7,7,"F",1,0,4.27,1260,"Arts & Letters","1",1,4,"1",0.73936170212766
441,7,6,"M",0,0,2.95,1330,"Math & Science","0",0,NA,"0",0.156017830609212
442,7,6,"M",1,0,3.25,1120,"Math & Science","1",1,2.83,"1",0.855172413793103
443,6,7,"F",1,0,3.52,1300,"Arts & Letters","0",0,NA,"0",0.26978417266187
444,6,6,"F",1,0,2.95,1310,"Arts & Letters","0",0,NA,"0",0.156017830609212
445,7,7,"F",1,0,3.52,1290,"Arts & Letters","0",0,NA,"0",0.26978417266187
446,7,7,"F",1,0,3.8,1380,"Math & Science","0",0,NA,"1",0.896933560477002
447,3,6,"M",0,1,2.52,1200,"Math & Science","0",0,NA,"0",0.05676072418855
448,7,6,"F",0,0,3.9,1290,"Math & Science","1",1,2.953,"1",0.73936170212766
449,7,7,"F",0,0,3,950,"Arts & Letters","0",0,NA,"0",0.05676072418855
450,6,4,"F",1,0,3.78,1260,"Math & Science","1",1,3.678,"1",0.855172413793103
451,6,6,"M",1,0,4.27,1550,"Math & Science","1",0,NA,"1",0.896933560477002
452,6,6,"F",1,0,3.86,1370,"Arts & Letters","0",0,NA,"1",0.896933560477002
453,3,4,"M",0,0,3.48,1330,"Math & Science","0",0,NA,"0",0.156017830609212
454,7,7,"F",1,0,4.05,1310,"Arts & Letters","1",1,3.878,"1",0.73936170212766
455,4,4,"F",1,0,3.9,1230,"Arts & Letters","0",0,NA,"0",0.245187436676798
456,2,2,"M",0,0,3.23,910,"Business & Economics","0",0,NA,"0",0.05676072418855
457,3,6,"F",1,0,3.88,1140,"Arts & Letters","1",1,3.374,"1",0.854901960784314
458,7,4,"M",1,0,2.92,940,"Math & Science","0",0,NA,"0",0.05676072418855
459,4,4,"F",1,0,3.5,1310,"Business & Economics","0",0,NA,"0",0.156017830609212
460,6,6,"F",0,0,3.91,1190,"Math & Science","0",0,NA,"0",0.245187436676798
461,4,4,"F",1,0,3.31,1080,"Math & Science","0",0,NA,"0",0.05676072418855
462,7,7,"M",1,0,3.32,1220,"Math & Science","1",1,2.992,"1",0.855172413793103
463,4,7,"M",0,1,3.67,1190,"Arts & Letters","0",1,3.288,"1",0.855172413793103
464,6,6,"F",1,0,3.7,1190,"Arts & Letters","0",0,NA,"0",0.05676072418855
465,7,7,"M",1,0,3.75,1310,"Arts & Letters","0",0,NA,"0",0.336
466,6,7,"F",1,0,4.2,1430,"Math & Science","1",0,NA,"1",0.896933560477002
467,3,3,"F",1,0,3.3,1170,"Arts & Letters","0",0,NA,"0",0.05676072418855
468,5,5,"M",1,0,3.32,1270,"Math & Science","0",0,NA,"0",0.156017830609212
469,6,6,"F",0,0,3.5,1080,"Math & Science","0",0,NA,"0",0.05676072418855
470,7,4,"M",1,0,3.7,1180,"Math & Science","0",0,NA,"0",0.05676072418855
471,3,3,"M",0,0,4.3,1270,"Math & Science","0",0,NA,"1",0.73936170212766
472,6,7,"M",1,0,3.83,1110,"Business & Economics","0",0,NA,"0",0.245187436676798
473,6,4,"F",0,0,4.35,1460,"Math & Science","1",0,NA,"1",0.896933560477002
474,4,7,"F",0,0,4.36,1360,"Math & Science","1",0,NA,"1",0.896933560477002
475,6,6,"M",0,0,3.5,1300,"Arts & Letters","0",0,NA,"0",0.156017830609212
476,7,6,"M",1,0,3.55,1260,"Math & Science","1",0,NA,"0",0.05676072418855
477,7,7,"M",1,0,3.9,1360,"Business & Economics","1",0,NA,"1",0.896933560477002
478,7,6,"F",1,0,4.2,1440,"Arts & Letters","1",0,NA,"1",0.896933560477002
479,6,6,"F",0,0,3.88,1150,"Math & Science","1",0,NA,"0",0.245187436676798
480,6,4,"M",1,0,3.35,1400,"Arts & Letters","0",0,NA,"0",0.156017830609212
481,6,6,"M",1,0,2.95,1210,"Business & Economics","0",0,NA,"0",0.05676072418855
482,6,6,"F",1,0,3.7,1270,"Business & Economics","1",0,NA,"1",0.631578947368421
483,3,6,"M",0,0,3.35,1340,"Business & Economics","1",0,NA,"0",0.156017830609212
484,7,6,"F",1,0,4.25,1290,"Business & Economics","1",0,NA,"1",0.73936170212766
485,7,7,"F",1,0,4.12,1300,"Math & Science","1",0,NA,"1",0.73936170212766
486,7,6,"M",1,0,3.36,1140,"Business & Economics","0",0,NA,"0",0.05676072418855
487,3,4,"F",1,0,3.3,1080,"Arts & Letters","0",0,NA,"0",0.05676072418855
488,6,6,"F",1,0,4.15,1170,"Business & Economics","1",0,NA,"1",0.717948717948718
489,6,3,"M",1,0,4.23,1340,"Math & Science","0",0,NA,"1",0.73936170212766
490,3,6,"F",1,0,3.59,1180,"Arts & Letters","1",1,2.854,"1",0.855172413793103
491,4,7,"M",1,0,3.45,1250,"Arts & Letters","0",0,NA,"0",0.05676072418855
492,3,7,"F",1,0,3.86,1110,"Math & Science","1",1,0.757,"1",0.854901960784314
493,6,6,"F",0,0,3.59,1280,"Arts & Letters","0",0,NA,"0",0.26978417266187
494,7,7,"M",1,0,3.95,1410,"Business & Economics","1",0,NA,"1",0.896933560477002
495,4,6,"F",1,0,4.33,1540,"Math & Science","1",1,3.245,"1",0.896933560477002
496,4,6,"M",1,0,4.3,1280,"Math & Science","1",1,3.182,"1",0.73936170212766
497,7,7,"M",1,0,4,1400,"Arts & Letters","0",0,NA,"1",0.896933560477002
498,7,7,"M",1,0,2.7,950,"Math & Science","0",0,NA,"0",0.05676072418855
499,6,7,"F",1,0,3.29,1380,"Business & Economics","0",0,NA,"0",0.156017830609212
500,6,4,"F",1,0,3.1,1060,"Arts & Letters","0",0,NA,"0",0.05676072418855
501,4,4,"M",1,0,4,1260,"Math & Science","1",1,2.926,"1",0.73936170212766
502,7,7,"M",0,1,4.17,1290,"Math & Science","1",0,NA,"1",0.73936170212766
503,3,4,"F",0,0,4.25,1520,"Math & Science","1",0,NA,"1",0.896933560477002
504,6,6,"F",1,0,3.75,1190,"Business & Economics","1",1,2.691,"1",0.855172413793103
505,7,7,"M",0,0,3.35,990,"Math & Science","0",0,NA,"0",0.05676072418855
506,7,6,"F",1,0,3.38,1370,"Arts & Letters","0",0,NA,"0",0.156017830609212
507,6,6,"F",1,0,3.59,1040,"Arts & Letters","0",0,NA,"0",0.05676072418855
508,6,1,"M",0,0,3.71,930,"Business & Economics","1",1,3.024,"1",0.855172413793103
509,7,4,"M",1,0,4.09,1560,"Math & Science","1",0,NA,"1",0.896933560477002
510,7,6,"M",1,0,4.4,1600,"Math & Science","1",0,NA,"1",0.896933560477002
511,6,6,"M",1,0,4.3,1380,"Arts & Letters","0",0,NA,"1",0.896933560477002
512,7,6,"M",1,0,3.79,1370,"Business & Economics","1",1,3.376,"1",0.896933560477002
513,3,4,"F",1,0,4.12,1020,"Math & Science","0",0,NA,"0",0.308370044052863
514,7,7,"M",1,0,3.65,1180,"Arts & Letters","0",0,NA,"0",0.05676072418855
515,7,6,"M",0,0,3.41,1000,"Arts & Letters","0",0,NA,"0",0.05676072418855
516,6,7,"F",1,0,3.97,1170,"Business & Economics","1",0,NA,"0",0.245187436676798
517,4,3,"M",0,0,3.24,1140,"Math & Science","1",0,NA,"0",0.05676072418855
518,7,6,"F",1,0,3.55,1280,"Business & Economics","0",0,NA,"0",0.26978417266187
519,4,6,"F",1,0,3.9,1460,"Math & Science","1",0,NA,"1",0.896933560477002
520,4,4,"M",1,0,4.27,1310,"Math & Science","1",0,NA,"1",0.73936170212766
521,3,6,"F",0,1,2.96,810,"Math & Science","0",0,NA,"0",0.05676072418855
522,7,5,"F",1,0,4.12,1150,"Arts & Letters","0",0,NA,"0",0.308370044052863
523,7,7,"F",0,0,3.64,1180,"Math & Science","0",0,NA,"0",0.05676072418855
524,4,5,"F",0,1,4.14,1250,"Business & Economics","1",1,3.474,"1",0.854901960784314
525,6,4,"F",1,0,3.73,1420,"Math & Science","1",1,3.813,"1",0.855172413793103
526,6,6,"M",1,0,4.09,1240,"Business & Economics","0",0,NA,"1",0.717948717948718
527,6,6,"F",1,0,3.48,1240,"Arts & Letters","0",0,NA,"0",0.05676072418855
528,6,6,"F",1,0,3.95,1370,"Arts & Letters","0",1,3.68,"1",0.896933560477002
529,7,4,"M",1,0,3.2,1100,"Math & Science","0",0,NA,"0",0.05676072418855
530,4,4,"M",0,0,3.36,1190,"Math & Science","0",0,NA,"0",0.05676072418855
531,6,6,"F",1,0,4.33,1460,"Arts & Letters","1",0,NA,"1",0.896933560477002
532,4,7,"F",1,0,4.07,1380,"Math & Science","1",0,NA,"1",0.896933560477002
533,6,7,"M",0,0,3,1490,"Math & Science","0",0,NA,"0",0.156017830609212
534,3,6,"F",0,0,3.6,1200,"Business & Economics","0",0,NA,"0",0.05676072418855
535,7,6,"F",1,0,3.94,1140,"Business & Economics","0",0,NA,"0",0.245187436676798
536,6,3,"M",0,0,3.45,1060,"Math & Science","0",0,NA,"0",0.05676072418855
537,1,1,"F",0,1,4.42,1170,"Math & Science","1",0,NA,"1",0.793939393939394
538,7,6,"F",1,0,3.85,1280,"Business & Economics","1",1,2.094,"1",0.903225806451613
539,4,5,"F",1,0,3.86,1250,"Math & Science","0",0,NA,"0",0.245187436676798
540,7,6,"M",1,0,4.17,1300,"Math & Science","1",0,NA,"1",0.73936170212766
541,7,6,"F",1,0,3.67,1270,"Math & Science","0",0,NA,"0",0.26978417266187
542,6,6,"M",0,0,3.52,1160,"Business & Economics","0",0,NA,"0",0.05676072418855
543,2,3,"F",0,0,3.76,1210,"Arts & Letters","0",0,NA,"0",0.05676072418855
544,7,3,"F",1,0,3.59,1210,"Arts & Letters","0",0,NA,"0",0.05676072418855
545,4,7,"F",1,0,3.92,1340,"Arts & Letters","0",0,NA,"1",0.73936170212766
546,6,6,"M",1,0,3.1,1100,"Math & Science","0",0,NA,"0",0.05676072418855
547,5,6,"F",0,1,4,1100,"Arts & Letters","1",0,NA,"0",0.245187436676798
548,7,7,"M",1,0,4.21,1270,"Arts & Letters","0",0,NA,"1",0.73936170212766
549,6,6,"M",0,0,3.43,1000,"Business & Economics","0",0,NA,"0",0.05676072418855
550,4,6,"F",0,0,3.75,1390,"Math & Science","0",0,NA,"0",0.336
551,5,6,"M",0,0,3.35,1110,"Math & Science","0",0,NA,"0",0.05676072418855
552,6,6,"F",1,0,3.89,940,"Arts & Letters","0",0,NA,"0",0.245187436676798
553,7,5,"F",1,0,4.17,1190,"Arts & Letters","0",1,3.788,"1",0.854901960784314
554,4,4,"F",1,0,3.72,1320,"Math & Science","0",0,NA,"0",0.336
555,6,6,"F",1,0,4.04,1320,"Arts & Letters","1",0,NA,"1",0.73936170212766
556,6,4,"F",0,0,3.62,1180,"Math & Science","1",1,3.23,"1",0.855172413793103
557,7,6,"F",0,0,4.22,1200,"Arts & Letters","1",0,NA,"1",0.590909090909091
558,6,6,"M",1,0,3.2,1150,"Arts & Letters","0",0,NA,"0",0.05676072418855
559,4,7,"F",1,0,3.91,1190,"Arts & Letters","1",1,2.686,"1",0.854901960784314
560,6,5,"M",1,0,3.73,1300,"Math & Science","1",0,NA,"0",0.336
561,7,6,"F",1,0,3.33,1200,"Arts & Letters","0",0,NA,"0",0.05676072418855
562,7,6,"F",1,0,3.5,1210,"Business & Economics","1",0,NA,"0",0.05676072418855
563,6,7,"F",1,0,3.6,1170,"Math & Science","0",0,NA,"0",0.05676072418855
564,6,7,"M",1,0,3.19,1090,"Business & Economics","0",0,NA,"0",0.05676072418855
565,6,4,"F",1,0,4.35,1210,"Math & Science","1",1,3.83,"1",0.854901960784314
566,2,3,"F",0,0,4,1350,"Business & Economics","1",0,NA,"1",0.896933560477002
567,5,6,"F",0,0,3.95,1110,"Arts & Letters","1",1,3.036,"1",0.854901960784314
568,6,4,"F",0,0,3.54,950,"Math & Science","0",0,NA,"0",0.05676072418855
569,6,6,"M",0,0,3.36,1330,"Arts & Letters","0",0,NA,"0",0.156017830609212
570,7,5,"M",0,1,3,970,"Business & Economics","0",0,NA,"0",0.05676072418855
571,4,6,"F",1,0,3.16,1070,"Arts & Letters","0",0,NA,"0",0.05676072418855
572,4,6,"F",1,0,3.27,1110,"Math & Science","0",0,NA,"0",0.05676072418855
573,3,3,"F",0,0,3.83,1440,"Business & Economics","1",1,3.823,"1",0.896933560477002
574,6,7,"M",1,0,3.25,1300,"Arts & Letters","0",0,NA,"0",0.156017830609212
575,7,6,"F",0,1,4.08,1340,"Math & Science","1",0,NA,"1",0.73936170212766
576,7,5,"M",1,0,2.86,920,"Math & Science","0",1,2.722,"0",0.24
577,3,7,"F",1,0,4,1320,"Business & Economics","1",1,3.028,"1",0.73936170212766
578,7,7,"M",1,0,3.83,1280,"Math & Science","0",0,NA,"0",0.378048780487805
579,7,3,"F",1,0,3.62,1060,"Arts & Letters","0",0,NA,"0",0.05676072418855
580,6,4,"M",1,0,3.76,1260,"Arts & Letters","1",0,NA,"0",0.05676072418855
581,7,7,"M",1,0,3.95,1270,"Business & Economics","1",1,3.066,"1",0.73936170212766
582,4,5,"M",1,0,3.84,1440,"Math & Science","1",1,3.306,"1",0.896933560477002
583,7,6,"F",1,0,3.55,1070,"Arts & Letters","0",0,NA,"0",0.05676072418855
584,7,7,"M",1,0,3.64,1230,"Arts & Letters","1",1,3.347,"1",0.855172413793103
585,7,7,"F",1,0,3.95,1480,"Math & Science","1",0,NA,"1",0.896933560477002
586,4,5,"F",0,1,3.55,1150,"Arts & Letters","0",0,NA,"0",0.05676072418855
587,7,6,"F",1,0,4.27,1120,"Math & Science","1",0,NA,"0",0.308370044052863
588,7,6,"M",1,0,4.21,1190,"Math & Science","1",1,3.704,"1",0.854901960784314
589,7,6,"M",0,1,3.5,1180,"Math & Science","0",0,NA,"0",0.05676072418855
590,3,2,"M",1,0,3.88,1160,"Arts & Letters","0",0,NA,"0",0.245187436676798
591,7,6,"F",1,0,4.23,1160,"Math & Science","1",0,NA,"1",0.590909090909091
592,4,4,"M",0,0,3.46,1120,"Arts & Letters","0",0,NA,"0",0.05676072418855
593,4,5,"F",0,0,3.95,1240,"Math & Science","1",0,NA,"0",0.245187436676798
594,4,7,"M",1,0,4.14,1350,"Arts & Letters","1",0,NA,"1",0.896933560477002
595,7,7,"M",0,0,3.41,1280,"Math & Science","0",0,NA,"0",0.156017830609212
596,7,6,"M",1,0,3.45,1230,"Arts & Letters","0",0,NA,"0",0.05676072418855
597,4,4,"M",1,0,3.94,1150,"Arts & Letters","0",1,2.865,"1",0.854901960784314
598,6,7,"M",1,0,3.6,1370,"Business & Economics","0",1,3.132,"1",0.855172413793103
599,6,6,"F",1,0,3.95,1250,"Business & Economics","1",1,3.136,"1",0.854901960784314
600,6,7,"F",1,0,4.15,1370,"Arts & Letters","0",1,2.504,"1",0.896933560477002
601,6,6,"M",1,0,3.17,1290,"Math & Science","0",0,NA,"0",0.156017830609212
