"Applicant","Edu_Parent1","Edu_Parent2","Sex","White","Asian","HSGPA","SAT_ACT","College","Admitted","Enrolled","College_GPA"
5019,4,2,"F",0,1,2.95,1030,"Arts & Letters",0,0,NA
5020,6,7,"F",1,0,3.54,1280,"Arts & Letters",0,0,NA
5021,6,6,"M",0,1,3.5,1350,"Business & Economics",0,0,NA
5022,4,7,"F",1,0,4.09,1330,"Math & Science",1,0,NA
5023,4,4,"F",1,0,4.14,1210,"Math & Science",0,0,NA
5024,6,4,"F",1,0,3.58,1000,"Arts & Letters",0,0,NA
5025,4,6,"F",1,0,4.36,1180,"Arts & Letters",0,0,NA
5026,6,6,"M",1,0,2.95,1270,"Arts & Letters",0,0,NA
5027,7,6,"F",0,0,3.65,1300,"Arts & Letters",1,0,NA
5028,1,3,"F",0,1,3.43,1160,"Arts & Letters",0,0,NA
5029,6,4,"F",0,0,3,910,"Arts & Letters",0,0,NA
5030,7,7,"M",0,1,4.04,1270,"Math & Science",1,0,NA
5031,4,4,"F",0,0,3,940,"Math & Science",0,0,NA
5032,3,4,"F",0,0,3.59,1000,"Arts & Letters",0,0,NA
5033,6,6,"M",1,0,3.96,1040,"Math & Science",0,0,NA
5034,6,6,"M",1,0,2.85,1190,"Arts & Letters",0,0,NA
5035,7,7,"F",0,0,3.08,970,"Arts & Letters",0,0,NA
5036,7,7,"F",1,0,3.41,1260,"Arts & Letters",1,1,3.523
5037,7,7,"M",0,1,4.17,1530,"Math & Science",1,0,NA
5038,7,6,"F",1,0,3.05,930,"Business & Economics",0,0,NA
5039,3,3,"M",0,0,3.65,730,"Arts & Letters",0,0,NA
5040,7,7,"M",1,0,3.44,1180,"Arts & Letters",0,0,NA
5041,6,6,"M",1,0,2.5,960,"Business & Economics",0,0,NA
5042,6,6,"M",0,0,4.27,1170,"Business & Economics",1,0,NA
5043,4,3,"F",0,0,3.11,920,"Math & Science",0,0,NA
5044,7,6,"M",0,1,3.86,1520,"Math & Science",1,0,NA
5045,6,7,"F",1,0,4.15,1300,"Math & Science",1,0,NA
5046,4,5,"F",1,0,3.73,1340,"Math & Science",1,1,3.603
5047,7,6,"F",1,0,3.8,1270,"Business & Economics",1,1,3.532
5048,7,6,"M",1,0,3.44,1320,"Business & Economics",1,0,NA
5049,7,6,"F",0,1,2.86,930,"Math & Science",0,0,NA
5050,7,6,"F",0,1,3.77,1360,"Math & Science",1,0,NA
5051,7,7,"F",1,0,3.05,1240,"Arts & Letters",0,0,NA
5052,4,6,"F",0,0,3.9,850,"Business & Economics",0,0,NA
5053,7,7,"M",0,0,2.72,1100,"Business & Economics",0,0,NA
5054,7,4,"F",1,0,3.36,950,"Arts & Letters",0,0,NA
5055,7,6,"F",1,0,4,1360,"Arts & Letters",1,0,NA
5056,3,6,"F",1,0,3.84,1100,"Business & Economics",0,0,NA
5057,4,4,"F",1,0,4,1170,"Math & Science",0,0,NA
5058,7,7,"M",1,0,3.04,1150,"Business & Economics",0,0,NA
5059,6,7,"M",1,0,3.5,1490,"Business & Economics",0,0,NA
5060,7,7,"M",1,0,4.15,1190,"Math & Science",1,0,NA
5061,6,4,"F",1,0,3.32,1090,"Arts & Letters",1,0,NA
5062,3,3,"F",1,0,3.32,1190,"Math & Science",0,0,NA
5063,6,6,"M",1,0,3.82,1300,"Arts & Letters",1,0,NA
5064,6,6,"F",1,0,4.18,1340,"Arts & Letters",1,0,NA
5065,3,1,"F",0,0,4.09,1070,"Arts & Letters",0,0,NA
5066,6,6,"F",0,1,2.9,1210,"Business & Economics",0,0,NA
5067,3,3,"F",1,0,2.65,830,"Business & Economics",0,0,NA
5068,6,6,"F",0,1,4.07,1390,"Business & Economics",1,0,NA
5069,6,6,"F",1,0,4.04,1260,"Arts & Letters",0,0,NA
5070,1,1,"M",0,0,3.75,810,"Arts & Letters",0,0,NA
5071,4,4,"M",0,0,3.39,1210,"Arts & Letters",0,0,NA
5072,3,3,"F",0,0,2.95,700,"Math & Science",0,0,NA
5073,5,6,"M",1,0,3.85,1410,"Arts & Letters",1,0,NA
5074,2,3,"F",0,1,2.88,930,"Arts & Letters",0,0,NA
5075,6,6,"F",1,0,3.54,1040,"Math & Science",1,0,NA
5076,6,6,"F",1,0,4.18,1480,"Arts & Letters",1,0,NA
5077,7,6,"F",1,0,4.15,1330,"Arts & Letters",1,0,NA
5078,5,7,"F",1,0,3.9,1200,"Math & Science",0,0,NA
5079,7,7,"F",1,0,3.82,1280,"Arts & Letters",0,0,NA
5080,1,1,"F",0,0,3.55,830,"Math & Science",0,0,NA
5081,4,4,"M",0,0,2.77,850,"Arts & Letters",0,0,NA
5082,7,7,"M",0,0,3,860,"Arts & Letters",0,0,NA
5083,6,7,"M",0,0,3.62,1170,"Business & Economics",0,0,NA
5084,4,4,"F",1,0,2.8,1040,"Arts & Letters",0,0,NA
5085,4,4,"M",1,0,3.55,1280,"Business & Economics",1,1,3.296
5086,6,4,"F",1,0,3.92,1320,"Math & Science",0,0,NA
5087,6,7,"M",0,1,3.15,1170,"Arts & Letters",0,0,NA
5088,6,7,"F",1,0,3.5,1070,"Business & Economics",0,0,NA
5089,3,4,"M",1,0,2.91,980,"Math & Science",0,0,NA
5090,4,4,"F",0,0,3.32,1100,"Arts & Letters",1,0,NA
5091,6,4,"F",1,0,4.04,1170,"Math & Science",1,0,NA
5092,3,6,"F",0,0,4.05,1380,"Arts & Letters",1,0,NA
5093,4,6,"F",0,1,3.14,1000,"Business & Economics",0,0,NA
5094,3,3,"F",0,0,3.71,950,"Arts & Letters",0,0,NA
5095,7,6,"M",1,0,4.27,1430,"Arts & Letters",1,0,NA
5096,5,5,"F",1,0,3.79,1100,"Arts & Letters",0,0,NA
5097,7,6,"M",1,0,3.55,1350,"Business & Economics",1,0,NA
5098,7,5,"F",0,1,3.5,1110,"Arts & Letters",0,0,NA
5099,3,4,"F",0,0,3.25,1100,"Math & Science",0,0,NA
5100,6,3,"M",1,0,3.15,1100,"Business & Economics",0,0,NA
5101,6,6,"M",1,0,3.4,1140,"Business & Economics",0,0,NA
5102,6,6,"M",1,0,3.29,1030,"Arts & Letters",0,0,NA
5103,6,6,"M",1,0,3.79,1190,"Arts & Letters",0,0,NA
5104,7,7,"M",1,0,3.85,1180,"Business & Economics",0,0,NA
5105,7,7,"F",1,0,3.62,1420,"Business & Economics",1,1,3.122
5106,5,7,"F",1,0,3.13,1120,"Math & Science",0,0,NA
5107,7,7,"F",1,0,3.63,1200,"Math & Science",0,0,NA
5108,6,4,"F",1,0,4.32,1290,"Arts & Letters",1,1,3.28
5109,6,6,"M",1,0,3.5,1170,"Math & Science",0,0,NA
5110,7,6,"M",1,0,3.64,1370,"Business & Economics",1,1,2.625
5111,4,5,"F",1,0,3.96,1000,"Arts & Letters",0,0,NA
5112,6,4,"F",1,0,3.67,1230,"Business & Economics",0,0,NA
5113,7,7,"F",1,0,3.61,1460,"Math & Science",1,0,NA
5114,7,7,"F",1,0,3.25,1090,"Arts & Letters",0,0,NA
5115,1,1,"F",0,0,3.38,1050,"Arts & Letters",0,0,NA
5116,6,6,"F",1,0,3.38,1030,"Business & Economics",0,0,NA
5117,3,4,"F",0,0,3.57,940,"Math & Science",0,0,NA
5118,6,5,"M",1,0,3.6,990,"Business & Economics",0,0,NA
5119,7,4,"F",0,0,2.45,1110,"Arts & Letters",0,0,NA
5120,7,7,"M",1,0,3.46,1330,"Arts & Letters",1,0,NA
5121,3,3,"F",0,1,3.69,1210,"Business & Economics",1,0,NA
5122,7,6,"F",1,0,4.14,1240,"Arts & Letters",1,0,NA
5123,4,7,"F",1,0,4.08,1270,"Arts & Letters",1,1,3.912
5124,6,6,"F",0,0,3.95,1530,"Math & Science",1,0,NA
5125,7,7,"M",1,0,3.64,1280,"Math & Science",0,0,NA
5126,5,4,"F",1,0,4,1320,"Business & Economics",0,1,3.513
5127,4,4,"F",0,1,4.31,1460,"Math & Science",1,0,NA
5128,7,6,"M",0,0,3.26,1490,"Math & Science",1,0,NA
5129,7,4,"M",1,0,3,1210,"Math & Science",0,0,NA
5130,7,7,"F",0,1,3.75,1180,"Arts & Letters",0,0,NA
5131,6,7,"F",1,0,3.32,1010,"Arts & Letters",0,0,NA
5132,6,7,"M",0,0,2.68,960,"Arts & Letters",0,0,NA
5133,2,7,"M",1,0,3.62,1190,"Math & Science",0,0,NA
5134,7,6,"M",0,0,3.64,1010,"Business & Economics",0,0,NA
5135,6,6,"M",0,0,3.57,1130,"Math & Science",0,0,NA
5136,2,2,"M",0,1,3.83,1110,"Arts & Letters",0,0,NA
5137,1,1,"F",0,0,3.56,1150,"Arts & Letters",1,0,NA
5138,6,6,"F",0,1,3.32,1180,"Business & Economics",0,0,NA
5139,7,6,"F",1,0,4.4,1480,"Business & Economics",1,0,NA
5140,7,6,"M",1,0,4.33,1290,"Arts & Letters",1,0,NA
5141,6,6,"F",1,0,3.91,1250,"Math & Science",0,0,NA
5142,6,1,"F",0,1,3.88,1310,"Math & Science",1,0,NA
5143,6,6,"F",0,1,3.81,1090,"Arts & Letters",1,0,NA
5144,4,6,"F",1,0,3.72,1290,"Business & Economics",0,0,NA
5145,6,6,"F",0,0,3.55,1130,"Arts & Letters",0,0,NA
5146,6,7,"M",0,1,3.14,1000,"Arts & Letters",0,0,NA
5147,5,7,"M",1,0,3.7,1360,"Arts & Letters",1,0,NA
5148,3,3,"M",0,1,3.92,990,"Business & Economics",1,0,NA
5149,7,6,"F",0,0,3.55,1210,"Math & Science",0,0,NA
5150,6,7,"M",0,1,4.04,1370,"Math & Science",1,0,NA
5151,7,7,"M",1,0,3.8,1300,"Business & Economics",0,0,NA
5152,6,7,"F",1,0,4.15,1070,"Arts & Letters",1,0,NA
5153,6,7,"M",1,0,3.3,1110,"Math & Science",0,0,NA
5154,7,7,"F",1,0,3.4,1090,"Arts & Letters",0,0,NA
5155,6,7,"F",1,0,3.29,1060,"Math & Science",0,1,2.453
5156,6,6,"M",0,1,3.68,1240,"Arts & Letters",1,1,3.248
5157,6,4,"F",0,1,4.25,1330,"Math & Science",0,0,NA
5158,7,6,"F",1,0,3.73,1290,"Math & Science",0,0,NA
5159,7,7,"F",1,0,4.17,1230,"Math & Science",1,1,3.993
5160,7,6,"F",1,0,3.57,1090,"Business & Economics",0,0,NA
5161,7,6,"F",0,1,3.68,1390,"Business & Economics",1,1,2.821
5162,7,7,"M",0,0,3.75,1320,"Business & Economics",0,0,NA
5163,3,3,"F",0,0,4.18,1180,"Arts & Letters",0,0,NA
5164,7,7,"M",0,0,3.25,1100,"Arts & Letters",0,0,NA
5165,6,6,"F",1,0,3.81,1290,"Math & Science",1,0,NA
5166,7,7,"F",0,1,4.09,1210,"Arts & Letters",1,0,NA
5167,7,6,"F",1,0,3.64,1130,"Math & Science",0,0,NA
5168,4,3,"F",0,0,4.32,1340,"Math & Science",1,0,NA
5169,6,6,"M",0,0,3.96,1520,"Arts & Letters",0,0,NA
5170,4,4,"F",0,0,4,1210,"Arts & Letters",0,0,NA
5171,6,7,"M",1,0,3.68,1230,"Business & Economics",0,0,NA
5172,4,4,"F",0,0,3.86,1090,"Math & Science",0,0,NA
5173,7,7,"F",0,1,4,1400,"Business & Economics",1,1,3.097
5174,7,7,"M",1,0,3.5,1430,"Math & Science",1,1,3.309
5175,4,7,"F",1,0,4.1,1130,"Business & Economics",0,0,NA
5176,7,7,"M",1,0,3.45,1140,"Arts & Letters",0,0,NA
5177,6,6,"M",1,0,2.73,980,"Arts & Letters",0,0,NA
5178,6,4,"F",1,0,3.96,1150,"Business & Economics",1,0,NA
5179,6,5,"F",1,0,3.68,1110,"Arts & Letters",0,1,3.204
5180,6,4,"M",1,0,3.53,1240,"Business & Economics",0,0,NA
5181,3,6,"F",0,0,3.48,1150,"Arts & Letters",0,0,NA
5182,7,6,"M",0,1,2.96,1270,"Business & Economics",0,0,NA
5183,7,4,"F",1,0,4.05,1180,"Math & Science",0,1,3.53
5184,4,6,"M",0,0,3.45,1170,"Math & Science",0,1,2.466
5185,3,6,"M",1,0,3.58,1330,"Math & Science",0,0,NA
5186,5,5,"F",0,1,3.92,1060,"Arts & Letters",1,0,NA
5187,7,6,"M",1,0,3.76,1150,"Arts & Letters",0,0,NA
5188,6,6,"M",1,0,3.17,1050,"Business & Economics",0,0,NA
5189,6,6,"M",1,0,3.78,1430,"Business & Economics",1,0,NA
5190,6,4,"F",1,0,3.96,1280,"Arts & Letters",1,1,3.674
5191,4,6,"M",1,0,3.05,1020,"Math & Science",0,0,NA
5192,6,7,"F",1,0,3.73,1390,"Arts & Letters",0,0,NA
5193,3,7,"F",1,0,3.05,980,"Math & Science",0,0,NA
5194,4,4,"F",0,0,3.19,1040,"Arts & Letters",0,0,NA
5195,6,6,"M",0,0,4.19,1540,"Math & Science",1,0,NA
5196,6,6,"F",0,1,3.79,1320,"Business & Economics",1,1,2.517
5197,6,6,"F",1,0,4.08,1460,"Math & Science",1,0,NA
5198,7,6,"F",1,0,3.65,1360,"Arts & Letters",1,0,NA
5199,4,4,"F",1,0,3.88,1240,"Math & Science",1,0,NA
5200,7,7,"F",0,1,3.39,1070,"Math & Science",0,0,NA
5201,6,6,"M",1,0,2.95,1110,"Business & Economics",0,0,NA
5202,6,6,"F",1,0,3.15,1100,"Arts & Letters",0,0,NA
5203,6,6,"M",1,0,4.14,1420,"Arts & Letters",1,0,NA
5204,3,3,"F",0,0,4.3,1260,"Math & Science",0,0,NA
5205,7,6,"F",0,0,3.92,1370,"Business & Economics",0,0,NA
5206,6,6,"M",0,0,4.01,1380,"Business & Economics",1,0,NA
5207,7,5,"M",1,0,3.92,1370,"Arts & Letters",0,0,NA
5208,4,4,"M",1,0,3.09,1200,"Arts & Letters",0,0,NA
5209,3,4,"F",1,0,3.62,1300,"Arts & Letters",0,0,NA
5210,3,7,"F",1,0,3.91,1230,"Math & Science",1,1,3.028
5211,7,7,"M",1,0,3.41,1330,"Business & Economics",0,0,NA
5212,4,4,"M",1,0,2.78,1150,"Arts & Letters",0,0,NA
5213,4,5,"F",1,0,2.61,1170,"Arts & Letters",0,0,NA
5214,6,3,"F",1,0,3.65,1230,"Math & Science",0,0,NA
5215,6,7,"M",1,0,3.24,1140,"Arts & Letters",0,0,NA
5216,7,6,"F",1,0,3.71,1270,"Business & Economics",1,0,NA
5217,6,7,"F",1,0,4.32,1570,"Math & Science",1,1,3.243
5218,4,4,"F",1,0,4.19,1050,"Business & Economics",1,0,NA
5219,6,4,"F",1,0,3.45,1190,"Arts & Letters",1,0,NA
5220,7,4,"F",0,0,4.23,1420,"Arts & Letters",0,1,3.812
5221,6,6,"M",1,0,3.46,790,"Business & Economics",0,0,NA
5222,6,6,"M",1,0,3.83,1490,"Business & Economics",1,1,2.91
5223,6,7,"F",0,1,4.09,1350,"Math & Science",1,0,NA
5224,7,4,"F",1,0,3.4,1270,"Arts & Letters",1,0,NA
5225,7,4,"F",0,0,3.5,1300,"Math & Science",0,0,NA
5226,7,4,"F",1,0,4.04,1300,"Arts & Letters",1,0,NA
5227,7,7,"F",0,1,3.71,1410,"Arts & Letters",1,0,NA
5228,7,7,"F",1,0,4.08,1270,"Math & Science",1,0,NA
5229,6,6,"F",1,0,4.26,1490,"Math & Science",1,0,NA
5230,7,7,"F",1,0,3.68,1190,"Arts & Letters",1,1,3.764
5231,4,4,"F",1,0,4,1400,"Arts & Letters",1,0,NA
5232,7,7,"M",1,0,3.48,1380,"Business & Economics",1,1,3.251
5233,6,7,"M",1,0,4.05,1460,"Math & Science",1,0,NA
5234,6,6,"F",1,0,3.33,1210,"Business & Economics",0,0,NA
5235,7,4,"F",1,0,4.18,1270,"Arts & Letters",0,0,NA
5236,3,3,"M",0,0,3.14,1140,"Math & Science",0,0,NA
5237,7,6,"F",1,0,4.27,1320,"Arts & Letters",1,0,NA
5238,7,7,"M",1,0,4.17,1430,"Business & Economics",1,0,NA
5239,7,7,"F",1,0,3.9,1210,"Arts & Letters",1,0,NA
5240,6,6,"F",1,0,3.25,1190,"Arts & Letters",0,1,2.74
5241,7,6,"F",0,0,4,1430,"Math & Science",1,0,NA
5242,7,7,"M",1,0,4.09,1520,"Business & Economics",1,0,NA
5243,7,7,"F",1,0,4.08,1470,"Math & Science",1,0,NA
5244,7,4,"F",1,0,4.1,1170,"Math & Science",0,0,NA
5245,6,6,"F",1,0,3.96,1480,"Arts & Letters",1,0,NA
5246,6,6,"F",1,0,3.76,1270,"Business & Economics",1,1,3.11
5247,6,6,"F",0,0,3.58,1180,"Arts & Letters",1,1,3.466
5248,6,7,"F",1,0,3.75,990,"Arts & Letters",0,0,NA
5249,6,6,"F",0,0,3.8,1380,"Arts & Letters",0,0,NA
5250,7,4,"F",1,0,3.57,1440,"Arts & Letters",1,1,2.43
5251,4,6,"M",1,0,4.09,1170,"Math & Science",0,0,NA
5252,6,6,"F",0,1,3.73,1150,"Math & Science",0,0,NA
5253,7,6,"F",1,0,3.46,1150,"Arts & Letters",0,0,NA
5254,3,6,"F",1,0,4.04,1380,"Math & Science",1,0,NA
5255,6,7,"F",1,0,3.77,1220,"Arts & Letters",0,0,NA
5256,6,4,"M",1,0,4,1490,"Arts & Letters",1,0,NA
5257,7,6,"F",0,1,4.17,1420,"Arts & Letters",1,0,NA
5258,6,6,"M",1,0,3.55,1250,"Business & Economics",0,0,NA
5259,6,5,"M",1,0,3.58,1270,"Arts & Letters",0,0,NA
5260,7,6,"F",1,0,4,1270,"Business & Economics",1,1,3.444
5261,6,7,"F",1,0,3.91,1170,"Arts & Letters",1,0,NA
5262,7,6,"F",1,0,3.18,1170,"Arts & Letters",1,0,NA
5263,7,6,"M",1,0,3.35,1270,"Arts & Letters",0,0,NA
5264,6,4,"F",0,1,3.14,1250,"Arts & Letters",1,1,2.584
5265,4,6,"M",0,1,3.87,1450,"Business & Economics",1,0,NA
5266,3,3,"M",0,0,3.48,1010,"Math & Science",0,0,NA
5267,7,7,"M",1,0,2.2,1100,"Arts & Letters",0,0,NA
5268,6,7,"F",1,0,3.88,1410,"Arts & Letters",0,0,NA
5269,7,7,"F",1,0,4.4,1490,"Math & Science",1,0,NA
5270,6,7,"F",1,0,4.1,1550,"Business & Economics",1,0,NA
5271,6,6,"F",0,0,4.33,1380,"Arts & Letters",1,0,NA
5272,6,4,"M",1,0,3.36,1230,"Business & Economics",0,0,NA
5273,6,6,"F",1,0,4.25,1330,"Arts & Letters",1,0,NA
5274,6,6,"F",1,0,4.05,1010,"Math & Science",0,1,3.658
5275,6,6,"M",1,0,4,1240,"Arts & Letters",1,1,3.949
5276,5,6,"F",1,0,3.15,1050,"Math & Science",0,0,NA
5277,7,6,"F",1,0,3.77,1310,"Business & Economics",1,1,3.305
5278,6,6,"M",1,0,4,1400,"Math & Science",1,0,NA
5279,6,4,"F",1,0,3.92,1300,"Arts & Letters",0,0,NA
5280,6,7,"F",1,0,4.27,1280,"Arts & Letters",1,0,NA
5281,6,7,"F",1,0,3.95,1250,"Business & Economics",1,1,3.446
5282,6,6,"M",0,1,3.5,1360,"Business & Economics",1,1,3.229
5283,6,3,"M",1,0,4.08,1440,"Business & Economics",1,0,NA
5284,4,6,"F",1,0,4.08,1420,"Business & Economics",1,1,3.522
5285,7,7,"F",1,0,4.25,1560,"Math & Science",1,0,NA
5286,7,4,"F",0,0,4,1190,"Arts & Letters",1,0,NA
5287,6,6,"M",1,0,4.09,1490,"Business & Economics",1,1,3.943
5288,5,4,"F",1,0,4.11,1220,"Arts & Letters",0,0,NA
5289,7,7,"F",1,0,4.2,1550,"Math & Science",1,0,NA
5290,6,7,"M",1,0,3.71,1060,"Business & Economics",1,0,NA
5291,7,6,"M",0,0,4.32,1150,"Math & Science",1,1,3.075
5292,7,6,"M",1,0,3.23,1160,"Math & Science",0,0,NA
5293,5,6,"F",0,1,4.04,1210,"Arts & Letters",1,1,3.52
5294,6,6,"F",1,0,4.36,1440,"Arts & Letters",1,0,NA
5295,7,6,"F",1,0,3.81,1360,"Math & Science",1,0,NA
5296,7,7,"M",1,0,4.18,1530,"Math & Science",1,1,2.731
5297,7,5,"F",1,0,3.46,1170,"Business & Economics",0,0,NA
5298,3,3,"M",0,0,4.27,1370,"Business & Economics",1,1,3.788
5299,7,7,"F",1,0,3.88,1250,"Business & Economics",0,0,NA
5300,6,6,"F",1,0,3.59,1240,"Business & Economics",0,0,NA
5301,6,6,"F",1,0,3.73,1430,"Arts & Letters",1,0,NA
5302,6,6,"F",1,0,4.08,1400,"Math & Science",1,0,NA
5303,4,6,"M",1,0,4.1,1230,"Math & Science",0,0,NA
5304,6,4,"M",1,0,3.19,1370,"Math & Science",1,0,NA
5305,6,6,"F",1,0,3.68,1420,"Arts & Letters",1,0,NA
5306,7,6,"M",1,0,3.75,1460,"Business & Economics",1,0,NA
5307,6,6,"F",1,0,3.66,1170,"Arts & Letters",0,0,NA
5308,7,4,"F",1,0,3.68,1090,"Arts & Letters",0,0,NA
5309,6,4,"M",1,0,3.16,770,"Math & Science",0,0,NA
5310,4,6,"F",0,0,3.7,1230,"Arts & Letters",0,0,NA
5311,6,6,"F",0,1,3.11,1170,"Business & Economics",0,0,NA
5312,7,7,"F",1,0,3.76,970,"Arts & Letters",0,0,NA
5313,7,7,"M",1,0,3.77,1190,"Math & Science",1,0,NA
5314,6,7,"F",1,0,3.86,1000,"Math & Science",0,0,NA
5315,4,6,"F",0,0,3.73,1290,"Business & Economics",1,1,2.395
5316,6,5,"M",1,0,3.95,1400,"Business & Economics",0,0,NA
5317,4,6,"M",1,0,4.25,1350,"Business & Economics",1,0,NA
5318,3,5,"M",0,0,3.75,1230,"Business & Economics",0,0,NA
5319,6,6,"M",1,0,3.18,1320,"Math & Science",0,0,NA
5320,6,6,"M",0,1,2.75,1000,"Business & Economics",0,0,NA
5321,7,6,"F",1,0,3.27,1150,"Math & Science",0,0,NA
5322,1,1,"M",0,0,3.11,950,"Math & Science",0,0,NA
5323,7,6,"F",1,0,4.05,1400,"Arts & Letters",1,1,3.777
5324,6,6,"M",1,0,3.25,1260,"Arts & Letters",0,0,NA
5325,1,1,"F",0,1,3.5,870,"Business & Economics",0,0,NA
5326,6,7,"F",1,0,3.25,990,"Arts & Letters",0,0,NA
5327,6,6,"M",0,0,3.18,1260,"Arts & Letters",0,0,NA
5328,6,6,"F",1,0,4.15,1220,"Math & Science",0,0,NA
5329,6,7,"M",1,0,3.17,1110,"Math & Science",1,1,2.618
5330,6,6,"M",0,0,4.2,1390,"Business & Economics",1,0,NA
5331,7,6,"M",0,0,3.86,1460,"Math & Science",1,0,NA
5332,6,7,"M",1,0,3.84,1170,"Business & Economics",0,0,NA
5333,6,7,"F",1,0,4.12,1310,"Arts & Letters",0,0,NA
5334,7,6,"M",1,0,3.92,1190,"Business & Economics",1,1,3.589
5335,7,7,"M",1,0,3.23,1080,"Business & Economics",1,1,2.641
5336,7,7,"F",0,1,3.7,1370,"Math & Science",1,0,NA
5337,6,4,"M",1,0,3.05,1030,"Math & Science",0,0,NA
5338,7,3,"M",0,1,4.18,1150,"Math & Science",1,1,3.056
5339,3,6,"F",0,0,3.41,1150,"Arts & Letters",0,0,NA
5340,7,6,"F",1,0,4.13,1410,"Arts & Letters",1,0,NA
5341,7,6,"M",0,0,3.38,1350,"Business & Economics",1,0,NA
5342,6,5,"M",0,1,3.27,1100,"Arts & Letters",0,0,NA
5343,6,6,"M",1,0,2.83,1230,"Business & Economics",0,0,NA
5344,4,4,"M",0,0,3.45,860,"Math & Science",0,0,NA
5345,3,4,"M",1,0,3.33,1250,"Math & Science",0,0,NA
5346,5,7,"F",0,0,3.3,1120,"Arts & Letters",0,0,NA
5347,6,6,"M",1,0,3.44,1190,"Arts & Letters",0,0,NA
5348,6,6,"F",0,0,3.23,1120,"Business & Economics",0,0,NA
5349,1,1,"M",0,0,4.33,1370,"Arts & Letters",1,0,NA
5350,6,6,"F",1,0,3.68,1290,"Arts & Letters",0,0,NA
5351,7,7,"F",1,0,3.67,1180,"Arts & Letters",1,0,NA
5352,7,7,"M",1,0,3.61,1250,"Business & Economics",0,0,NA
5353,3,7,"F",0,0,4.08,1260,"Math & Science",0,0,NA
5354,3,2,"M",0,1,3.38,1100,"Business & Economics",0,0,NA
5355,7,4,"M",1,0,3,1320,"Business & Economics",0,0,NA
5356,4,4,"F",1,0,3.15,1190,"Math & Science",0,0,NA
5357,2,2,"F",0,0,3.89,1130,"Arts & Letters",1,0,NA
5358,6,6,"F",1,0,3.09,1060,"Business & Economics",0,0,NA
5359,6,3,"F",1,0,3.14,1000,"Arts & Letters",0,0,NA
5360,6,4,"F",1,0,3.82,1220,"Arts & Letters",0,0,NA
5361,3,3,"M",1,0,3.86,1190,"Math & Science",0,0,NA
5362,2,1,"F",0,0,2.14,970,"Math & Science",0,0,NA
5363,3,4,"F",1,0,3.95,1270,"Arts & Letters",1,0,NA
5364,1,1,"M",0,0,4.36,1020,"Math & Science",0,0,NA
5365,6,6,"F",1,0,2.7,830,"Arts & Letters",0,0,NA
5366,1,1,"M",0,0,3.2,1000,"Arts & Letters",0,0,NA
5367,3,4,"F",0,1,4.14,1230,"Math & Science",1,0,NA
5368,7,7,"M",1,0,3.22,1280,"Math & Science",0,0,NA
5369,4,5,"M",0,0,3.4,1210,"Business & Economics",0,0,NA
5370,7,4,"F",0,0,3.47,1270,"Arts & Letters",0,0,NA
5371,7,6,"F",1,0,3.36,1140,"Business & Economics",0,1,3.042
5372,6,6,"F",0,0,3.32,1220,"Arts & Letters",0,0,NA
5373,6,6,"F",1,0,3.75,1230,"Math & Science",0,0,NA
5374,1,2,"F",0,1,3.77,1240,"Math & Science",1,0,NA
5375,1,2,"M",0,0,3.06,1100,"Math & Science",0,0,NA
5376,6,6,"F",1,0,3.75,1260,"Math & Science",0,0,NA
5377,7,7,"M",1,0,3.17,1270,"Arts & Letters",0,0,NA
5378,7,6,"F",1,0,3.5,970,"Arts & Letters",0,0,NA
5379,7,6,"M",0,0,3.7,1160,"Business & Economics",0,0,NA
5380,7,6,"F",0,1,3.41,1150,"Arts & Letters",0,0,NA
5381,3,5,"M",0,0,3.27,960,"Business & Economics",0,0,NA
5382,4,7,"F",0,0,4.12,1340,"Arts & Letters",1,0,NA
5383,7,6,"F",0,1,3.59,1050,"Math & Science",0,0,NA
5384,6,2,"F",0,0,3.46,1080,"Arts & Letters",0,0,NA
5385,6,7,"F",1,0,3.73,1180,"Arts & Letters",0,0,NA
5386,6,3,"M",1,0,4.2,1340,"Business & Economics",1,0,NA
5387,7,7,"F",0,0,4.25,1390,"Arts & Letters",1,0,NA
5388,3,3,"M",0,0,2.7,1090,"Arts & Letters",0,0,NA
5389,7,7,"F",0,1,3.77,1350,"Business & Economics",1,0,NA
5390,7,7,"M",0,0,3.96,1480,"Arts & Letters",1,0,NA
5391,7,7,"F",1,0,3.91,1320,"Arts & Letters",1,0,NA
5392,7,7,"M",0,1,4.27,1540,"Math & Science",1,0,NA
5393,3,3,"F",1,0,4.12,1250,"Arts & Letters",0,1,3.302
5394,7,6,"M",1,0,4.07,1360,"Arts & Letters",1,0,NA
5395,1,1,"F",0,0,4.09,1310,"Business & Economics",1,0,NA
5396,4,4,"F",1,0,3.35,1210,"Business & Economics",0,0,NA
5397,6,6,"F",1,0,2.91,950,"Math & Science",0,0,NA
5398,4,2,"F",0,0,2.76,890,"Math & Science",0,0,NA
5399,1,4,"F",0,0,3.9,1150,"Math & Science",1,0,NA
5400,4,7,"F",1,0,3.91,1120,"Arts & Letters",0,0,NA
5401,1,3,"F",1,0,3.75,820,"Math & Science",0,0,NA
5402,4,5,"F",0,0,3.95,980,"Math & Science",0,0,NA
5403,2,4,"F",0,0,3,880,"Arts & Letters",0,0,NA
5404,1,1,"F",0,0,4.04,1010,"Arts & Letters",1,0,NA
