"Applicant","Edu_Parent1","Edu_Parent2","Sex","White","Asian","HSGPA","SAT_ACT","College","Admitted","Enrolled","College_GPA","Admit_Tree_Pred","Admit_Tree_Prob","Enrolled_Factor","Enroll_Tree_Pred","Enroll_Tree_Prob"
9165,6,4,"F","1","0",3.87,1360,"Arts & Letters","1","1",3.223,1,0.896933560477002,"1","0",0.123106060606061
9169,6,4,"F","0","0",4.09,1340,"Math & Science","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
9172,6,7,"F","1","0",3.73,1100,"Arts & Letters","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
9175,7,7,"F","0","0",3.79,1380,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9186,7,7,"F","1","0",3.88,1190,"Arts & Letters","1","1",3.228,1,0.854901960784314,"1","1",1
9189,5,3,"M","0","1",3.88,1120,"Math & Science","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
9193,7,6,"M","1","0",4.14,1310,"Business & Economics","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
9194,7,6,"F","1","0",4.27,1450,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9197,1,2,"M","0","0",3.55,1150,"Math & Science","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
9200,1,1,"F","0","0",4.19,1200,"Arts & Letters","1","0",NA,1,0.793939393939394,"0","0",0.173497267759563
9203,7,6,"M","0","1",4.36,1430,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9204,6,7,"M","1","0",3.75,1170,"Arts & Letters","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
9206,6,6,"F","0","1",4.22,1270,"Math & Science","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
9209,7,6,"F","0","0",4.04,1390,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9210,7,7,"M","1","0",3.54,1340,"Business & Economics","1","0",NA,0,0.26978417266187,"0","0",0.00160901045856798
9215,1,1,"F","0","0",3.93,1110,"Arts & Letters","1","0",NA,1,0.793939393939394,"0","0",0.173497267759563
9227,3,4,"F","1","0",3.8,1240,"Business & Economics","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
9233,7,6,"M","0","1",3.09,1330,"Arts & Letters","1","0",NA,0,0.156017830609212,"0","0",0
9234,6,6,"F","1","0",4.05,1290,"Business & Economics","1","1",3.128,1,0.73936170212766,"1","0",0.173497267759563
9239,4,7,"F","0","0",3.96,1240,"Arts & Letters","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
9244,6,6,"M","1","0",3.95,1430,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9247,7,6,"F","1","0",3.08,1270,"Arts & Letters","1","0",NA,0,0.156017830609212,"0","0",0
9252,3,3,"F","1","0",3.95,1320,"Business & Economics","1","1",3.515,1,0.73936170212766,"1","0",0.173497267759563
9253,5,7,"F","1","0",4.16,1410,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9267,7,7,"F","1","0",4.2,1380,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9268,7,7,"F","1","0",3.83,1170,"Math & Science","1","1",2.908,1,0.854901960784314,"1","1",1
9269,6,7,"M","0","0",4.29,1370,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9273,6,7,"M","0","0",4.05,1380,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9274,7,6,"F","0","1",3.59,1340,"Math & Science","1","0",NA,0,0.26978417266187,"0","0",0.00160901045856798
9280,7,6,"F","1","0",4.21,1190,"Business & Economics","1","1",3.521,1,0.854901960784314,"1","1",1
9282,7,7,"M","1","0",4.4,1510,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9283,6,7,"F","1","0",3.2,1140,"Arts & Letters","1","1",2.694,1,0.84,"1","1",1
9284,7,7,"F","0","1",4.33,1400,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9287,4,4,"F","1","0",4,1290,"Arts & Letters","1","1",3.457,1,0.73936170212766,"1","0",0.173497267759563
9288,6,6,"M","1","0",4.04,1480,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9289,6,7,"M","0","0",3.96,1460,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9291,6,7,"F","1","0",4.21,1500,"Math & Science","1","1",3.729,1,0.896933560477002,"1","0",0.123106060606061
9293,4,7,"F","1","0",4.04,1290,"Business & Economics","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
9302,7,6,"M","1","0",3.33,1000,"Arts & Letters","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
9306,5,3,"F","0","0",3.65,1080,"Math & Science","1","1",2.63,1,0.855172413793103,"1","1",1
9307,6,6,"M","0","1",3.52,1330,"Business & Economics","1","0",NA,0,0.26978417266187,"0","0",0.00160901045856798
9311,7,7,"M","1","0",4.04,1320,"Math & Science","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
9317,7,7,"M","1","0",4.19,1380,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9318,1,1,"F","0","1",4.28,1070,"Math & Science","1","0",NA,1,0.793939393939394,"0","0",0.173497267759563
9324,7,6,"F","1","0",3.96,1320,"Business & Economics","1","1",3.313,1,0.73936170212766,"1","0",0.173497267759563
9325,4,6,"M","1","0",3.8,1150,"Business & Economics","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
9331,7,7,"F","1","0",4.2,1560,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9333,6,6,"M","1","0",3.52,1270,"Arts & Letters","1","1",3.1,1,0.855172413793103,"1","1",1
9335,7,7,"F","0","1",3.93,1220,"Math & Science","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
9336,3,5,"M","1","0",3.4,1420,"Arts & Letters","1","1",3.963,1,0.855172413793103,"1","1",1
9338,3,4,"F","0","0",4.08,1160,"Business & Economics","1","0",NA,1,0.717948717948718,"0","0",0.00160901045856798
9339,6,6,"M","0","1",4.13,1550,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9341,3,6,"M","1","0",3.89,1090,"Business & Economics","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
9342,6,7,"M","1","0",3.86,1340,"Math & Science","1","0",NA,0,0.378048780487805,"0","0",0.00160901045856798
9347,7,7,"F","1","0",4.25,1460,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9355,6,6,"F","1","0",3.77,1250,"Business & Economics","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
9356,2,4,"M","0","0",3.91,1020,"Arts & Letters","1","1",2.016,1,0.854901960784314,"1","1",1
9359,4,5,"F","1","0",3.94,1190,"Business & Economics","1","1",3.05,1,0.854901960784314,"1","1",1
9364,7,7,"M","1","0",4.12,1460,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9366,7,7,"F","0","1",3.68,1440,"Business & Economics","1","0",NA,1,0.880952380952381,"0","0",0.123106060606061
9368,6,6,"M","0","1",3.77,1330,"Business & Economics","1","0",NA,1,0.631578947368421,"0","0",0.00160901045856798
9369,2,2,"F","0","0",4,1110,"Math & Science","1","0",NA,1,0.793939393939394,"0","0",0.173497267759563
9371,6,6,"F","0","0",3.91,1300,"Math & Science","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
9372,4,4,"M","1","0",3.77,1150,"Business & Economics","1","1",2.908,1,0.855172413793103,"1","1",1
9374,4,6,"F","0","0",3.55,1160,"Arts & Letters","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
9375,4,6,"M","1","0",4.3,1410,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9380,6,6,"F","0","0",4.04,1290,"Business & Economics","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
9381,7,7,"F","1","0",3.94,1310,"Math & Science","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
9383,6,6,"M","1","0",3.45,1360,"Arts & Letters","1","0",NA,0,0.156017830609212,"0","0",0.00160901045856798
9384,5,6,"F","1","0",3.82,1040,"Business & Economics","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
9385,7,7,"F","1","0",3.84,1270,"Math & Science","1","0",NA,0,0.378048780487805,"0","0",0.00160901045856798
9386,6,5,"M","0","0",3.96,1260,"Business & Economics","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
9396,7,7,"F","0","1",4.26,1390,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9398,3,1,"F","0","0",3.7,1190,"Math & Science","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
9399,6,6,"F","1","0",4,1550,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9401,4,4,"F","0","0",4.14,1290,"Arts & Letters","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
9402,7,6,"F","0","1",3.58,1190,"Business & Economics","1","1",2.955,1,0.855172413793103,"1","1",1
9411,6,6,"F","0","0",4.09,1270,"Math & Science","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
9414,6,7,"M","1","0",4.1,1360,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9415,6,7,"F","1","0",3.77,1120,"Business & Economics","1","1",2.735,1,0.855172413793103,"1","1",1
9417,5,4,"M","1","0",3.95,1240,"Business & Economics","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
9427,7,5,"F","1","0",4.15,1400,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9433,7,3,"F","1","0",3.42,1170,"Arts & Letters","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
9434,7,6,"F","1","0",4.07,1290,"Business & Economics","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
9435,4,6,"M","1","0",3.68,1340,"Business & Economics","1","0",NA,0,0.26978417266187,"0","0",0.00160901045856798
9436,6,5,"F","1","0",4.09,1190,"Arts & Letters","1","1",3.521,1,0.854901960784314,"1","1",1
9437,1,1,"F","0","0",4.15,1250,"Math & Science","1","1",3.489,1,0.854901960784314,"1","1",1
9438,7,6,"M","1","0",4.15,1490,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9440,6,7,"F","1","0",3.96,1260,"Business & Economics","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
9447,7,4,"F","0","0",4,1290,"Business & Economics","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
9451,3,3,"M","0","1",3.83,1340,"Math & Science","1","0",NA,0,0.378048780487805,"0","0",0.00160901045856798
9463,6,6,"F","1","0",4.13,1210,"Arts & Letters","1","0",NA,0,0.320754716981132,"0","0",0.00160901045856798
9464,6,6,"F","1","0",3.95,1340,"Arts & Letters","1","1",3.407,1,0.73936170212766,"1","0",0.173497267759563
9472,2,6,"M","0","1",4,1420,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9473,7,5,"M","1","0",4.19,1330,"Business & Economics","1","1",3.738,1,0.73936170212766,"1","0",0.173497267759563
9474,6,6,"M","0","0",3.96,1420,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9485,7,6,"F","1","0",4.04,1380,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9493,4,6,"F","1","0",3.35,1310,"Arts & Letters","1","1",2.447,1,0.855172413793103,"1","1",1
9495,6,6,"F","0","1",3.86,1410,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9496,7,6,"F","0","1",3.91,1370,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9499,7,6,"M","0","1",3.64,1460,"Math & Science","1","0",NA,1,0.764705882352941,"0","0",0.173497267759563
9503,7,7,"F","0","1",3.91,1450,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9504,4,6,"F","1","0",4.15,1460,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9513,4,3,"F","0","1",3.54,1030,"Math & Science","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
9514,3,4,"F","0","0",4.19,1360,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9524,6,4,"M","1","0",4.09,1390,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9532,7,7,"F","0","1",4.12,1390,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9535,1,1,"M","0","0",3.35,750,"Arts & Letters","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
9536,1,3,"F","0","0",3.33,970,"Arts & Letters","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
9539,7,6,"M","1","0",4,1190,"Arts & Letters","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
9542,2,2,"M","0","0",3.68,1420,"Math & Science","1","0",NA,0,0.384615384615385,"0","0",0.00160901045856798
9546,4,4,"F","1","0",3.77,1230,"Arts & Letters","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
9549,4,4,"M","1","0",4.08,1380,"Arts & Letters","1","1",4,1,0.896933560477002,"1","0",0.123106060606061
9554,6,6,"F","1","0",4.23,1270,"Math & Science","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
9557,7,7,"M","1","0",3.95,1500,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9561,6,7,"M","1","0",3.68,1450,"Business & Economics","1","0",NA,1,0.880952380952381,"0","0",0.123106060606061
9564,4,6,"F","1","0",4.07,1200,"Business & Economics","1","0",NA,1,0.717948717948718,"0","0",0.00160901045856798
9565,6,5,"F","0","0",4.28,1250,"Math & Science","1","0",NA,0,0.320754716981132,"0","0",0.00160901045856798
9575,3,3,"F","0","1",3.25,1160,"Math & Science","1","1",1.372,1,0.855172413793103,"1","1",1
9578,3,6,"M","0","0",3.25,1120,"Math & Science","1","1",1.855,1,0.855172413793103,"1","1",1
9581,3,3,"F","0","1",4,1050,"Math & Science","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
9583,6,6,"M","1","0",3.95,1350,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9587,6,6,"F","0","1",4.04,1470,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9588,3,4,"M","0","1",3.7,1080,"Business & Economics","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
9590,7,7,"M","1","0",4.08,1380,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9597,6,6,"F","0","0",4.23,1390,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9599,3,2,"F","0","1",4.08,920,"Arts & Letters","1","0",NA,0,0.308370044052863,"0","0",0.00160901045856798
9601,7,6,"F","1","0",3.8,1220,"Math & Science","1","1",2.925,1,0.854901960784314,"1","1",1
9603,6,5,"M","1","0",3.67,1210,"Business & Economics","1","1",2.878,1,0.855172413793103,"1","1",1
9604,2,6,"M","0","1",4.27,1360,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9608,3,2,"F","0","0",3.91,1260,"Math & Science","1","1",2.58,1,0.73936170212766,"1","0",0.173497267759563
9610,3,7,"F","1","0",4,1190,"Arts & Letters","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
9616,7,3,"M","1","0",3.76,1390,"Math & Science","1","1",2.845,1,0.855172413793103,"1","1",1
9620,5,3,"F","0","0",3.64,1240,"Arts & Letters","1","1",2.93,1,0.855172413793103,"1","1",1
9622,7,5,"M","1","0",3.85,1440,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9623,6,7,"F","0","1",3.62,1150,"Math & Science","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
9625,7,6,"F","0","0",3.38,1340,"Arts & Letters","1","0",NA,0,0.156017830609212,"0","0",0.00160901045856798
9627,7,6,"M","1","0",4.24,1220,"Business & Economics","1","1",3.403,1,0.854901960784314,"1","1",1
9644,7,7,"F","1","0",4.25,1550,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9648,3,4,"M","0","1",3.41,1300,"Arts & Letters","1","0",NA,0,0.156017830609212,"0","0",0.00160901045856798
9651,7,7,"M","1","0",4.31,1470,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9660,7,7,"M","0","1",4.1,1460,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9668,7,7,"F","1","0",4.36,1430,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9669,7,7,"M","0","1",3.75,1470,"Math & Science","1","0",NA,1,0.764705882352941,"0","0",0.173497267759563
9670,4,7,"M","1","0",3.88,1470,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9672,4,6,"F","1","0",4.14,1450,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9673,7,7,"M","1","0",3.96,1410,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9674,6,6,"M","0","1",3.45,1040,"Arts & Letters","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
9676,2,2,"M","0","1",3.56,1030,"Arts & Letters","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
9678,2,2,"M","0","0",3.25,1200,"Math & Science","1","1",2.522,1,0.855172413793103,"1","1",1
9681,7,6,"F","1","0",3.82,1250,"Arts & Letters","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
9682,4,4,"F","1","0",4,1260,"Math & Science","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
9692,7,6,"F","1","0",4.11,1190,"Math & Science","1","0",NA,1,0.590909090909091,"0","0",0.00160901045856798
9694,6,6,"F","1","0",4.17,1180,"Math & Science","1","0",NA,0,0.320754716981132,"0","0",0.00160901045856798
9695,6,6,"M","0","1",3.62,1280,"Arts & Letters","1","0",NA,0,0.26978417266187,"0","0",0.00160901045856798
9697,1,1,"F","0","1",3.4,920,"Math & Science","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
9699,2,2,"M","0","1",4.04,1270,"Math & Science","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
9701,7,6,"M","1","0",3.5,1390,"Arts & Letters","1","1",3.759,1,0.855172413793103,"1","1",1
9702,1,1,"F","0","1",4.23,1190,"Arts & Letters","1","0",NA,1,0.793939393939394,"0","0",0.173497267759563
9704,7,5,"M","0","0",3.73,1320,"Arts & Letters","1","1",2.968,1,0.855172413793103,"1","1",1
9714,3,3,"M","0","0",3.39,1150,"Math & Science","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
9715,2,7,"F","1","0",3.91,1440,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9720,3,3,"F","1","0",3.73,1090,"Arts & Letters","1","1",3.036,1,0.855172413793103,"1","1",1
9726,1,1,"F","0","1",3.85,1150,"Math & Science","1","1",2.84,1,0.854901960784314,"1","1",1
9732,7,7,"F","1","0",4.16,1490,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9735,6,5,"M","1","0",4,1100,"Business & Economics","1","1",3.02,1,0.854901960784314,"1","1",1
9742,7,7,"F","1","0",4.2,1340,"Math & Science","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
9744,6,3,"F","1","0",3.88,1290,"Arts & Letters","1","1",3.268,1,0.903225806451613,"1","1",1
9748,6,6,"F","1","0",3.85,1110,"Arts & Letters","1","1",3.597,1,0.854901960784314,"1","1",1
9750,5,7,"F","0","0",3.64,1190,"Business & Economics","1","1",3.232,1,0.855172413793103,"1","1",1
9757,7,7,"F","1","0",3.71,1280,"Arts & Letters","1","0",NA,0,0.336,"0","0",0.00160901045856798
9760,7,7,"F","0","0",3.64,1170,"Business & Economics","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
9770,6,5,"F","1","0",3.92,1400,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9771,2,5,"M","0","1",3.38,1290,"Arts & Letters","1","0",NA,0,0.156017830609212,"0","0",0.00160901045856798
9772,7,7,"M","0","0",3.81,1170,"Math & Science","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
9774,6,6,"M","1","0",3.38,1060,"Business & Economics","1","1",2.675,1,0.855172413793103,"1","1",1
9779,4,6,"F","1","0",4.14,1110,"Arts & Letters","1","0",NA,0,0.308370044052863,"0","0",0.00160901045856798
9781,3,3,"F","0","1",3.64,1040,"Business & Economics","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
9782,6,4,"M","1","0",4.32,1550,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9783,1,1,"F","0","1",3.55,1230,"Math & Science","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
9785,4,6,"F","1","0",3.64,1320,"Math & Science","1","1",3.246,1,0.855172413793103,"1","1",1
9788,6,7,"F","0","1",3.91,1140,"Arts & Letters","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
9793,5,5,"F","0","1",3.79,1280,"Business & Economics","1","0",NA,0,0.378048780487805,"0","0",0.00160901045856798
9795,6,2,"M","0","1",4.29,1440,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9797,6,6,"F","1","0",4.06,1420,"Arts & Letters","1","1",3.376,1,0.896933560477002,"1","0",0.123106060606061
9800,6,6,"F","1","0",3.93,1460,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9801,7,6,"F","0","1",4.11,1360,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9803,7,7,"F","0","1",3.74,1420,"Business & Economics","1","0",NA,1,0.880952380952381,"0","0",0.123106060606061
9807,6,6,"M","1","0",4,1440,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9808,6,6,"F","1","0",3.65,1220,"Business & Economics","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
9809,6,7,"F","1","0",3.76,1340,"Arts & Letters","1","0",NA,0,0.336,"0","0",0.00160901045856798
9815,7,6,"F","1","0",4.27,1310,"Math & Science","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
9816,7,7,"F","1","0",3.74,1290,"Arts & Letters","1","1",3.638,1,0.855172413793103,"1","1",1
9817,7,6,"M","1","0",4.1,1220,"Business & Economics","1","0",NA,1,0.717948717948718,"0","0",0.00160901045856798
9820,4,4,"F","0","0",4.21,1320,"Math & Science","1","1",3.453,1,0.73936170212766,"1","0",0.173497267759563
9821,6,6,"F","1","0",4.19,1490,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9823,7,6,"M","1","0",3.95,1290,"Arts & Letters","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
9824,6,6,"F","1","0",4.08,1410,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9825,7,7,"F","1","0",3.57,1350,"Arts & Letters","1","1",3.4,1,0.855172413793103,"1","1",1
9827,1,1,"F","0","0",4.17,1160,"Arts & Letters","1","0",NA,1,0.793939393939394,"0","0",0.173497267759563
9829,6,4,"F","0","1",4.08,1410,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9838,6,6,"F","1","0",3.95,1190,"Arts & Letters","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
9840,6,6,"F","0","1",3.52,1440,"Business & Economics","1","0",NA,1,0.880952380952381,"0","0",0.123106060606061
9842,6,4,"M","1","0",3.69,1260,"Math & Science","1","1",3.247,1,0.855172413793103,"1","1",1
9846,1,1,"M","0","1",4,1220,"Math & Science","1","0",NA,1,0.793939393939394,"0","0",0.173497267759563
9849,6,6,"M","1","0",3.2,1270,"Arts & Letters","1","1",2.545,1,0.84,"1","1",1
9852,6,7,"F","0","0",3.67,1100,"Arts & Letters","1","1",2.623,1,0.855172413793103,"1","1",1
9870,7,6,"F","0","1",3.73,1290,"Math & Science","1","0",NA,0,0.336,"0","0",0.00160901045856798
9872,7,7,"F","1","0",3.68,1410,"Arts & Letters","1","0",NA,0,0.384615384615385,"0","0",0.00160901045856798
9874,7,6,"F","1","0",4.12,1380,"Math & Science","1","1",3.803,1,0.896933560477002,"1","0",0.123106060606061
9879,1,1,"M","0","0",3.73,1110,"Business & Economics","1","1",3.169,1,0.855172413793103,"1","1",1
9881,7,7,"M","1","0",3.95,1240,"Business & Economics","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
9886,7,6,"F","0","1",4.04,1390,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9887,6,7,"M","0","0",4.05,1360,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9889,7,7,"F","0","0",3.83,1250,"Business & Economics","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
9893,7,7,"F","0","0",4.33,1200,"Math & Science","1","0",NA,1,0.590909090909091,"0","0",0.00160901045856798
9898,6,6,"F","1","0",3.87,1240,"Business & Economics","1","1",3.239,1,0.854901960784314,"1","1",1
9899,4,7,"F","1","0",4,1400,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9904,4,4,"F","0","0",3.74,1090,"Arts & Letters","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
9909,7,7,"M","1","0",3.68,1240,"Business & Economics","1","1",3.35,1,0.855172413793103,"1","1",1
9910,7,6,"F","1","0",4,1170,"Arts & Letters","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
9917,2,3,"M","0","0",3.82,1290,"Business & Economics","1","0",NA,0,0.378048780487805,"0","0",0.00160901045856798
9926,3,4,"M","1","0",4.1,1270,"Math & Science","1","1",3.034,1,0.73936170212766,"1","0",0.173497267759563
9927,7,7,"F","1","0",3.73,1270,"Math & Science","1","0",NA,0,0.336,"0","0",0.00160901045856798
9934,6,4,"M","1","0",3.78,1280,"Business & Economics","1","0",NA,1,0.631578947368421,"0","0",0.00160901045856798
9936,5,6,"M","1","0",3.36,1310,"Business & Economics","1","1",3.08,1,0.855172413793103,"1","1",1
9937,6,7,"M","1","0",4.14,1440,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9938,4,6,"F","1","0",3.86,1060,"Arts & Letters","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
9940,3,6,"M","0","0",4.15,1410,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9948,7,7,"F","1","0",4.05,1360,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9958,7,6,"F","1","0",4.38,1450,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
9959,7,7,"F","1","0",4.12,1340,"Arts & Letters","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
9967,6,5,"M","1","0",4.29,1250,"Business & Economics","1","0",NA,1,0.717948717948718,"0","0",0.00160901045856798
9969,6,6,"F","1","0",3.91,1170,"Math & Science","1","1",2.816,1,0.854901960784314,"1","1",1
9971,3,3,"F","0","1",3.73,1320,"Business & Economics","1","1",2.871,1,0.855172413793103,"1","1",1
9972,6,6,"M","1","0",3.69,1250,"Arts & Letters","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
9976,2,2,"F","0","1",3.27,1270,"Math & Science","1","0",NA,0,0.156017830609212,"0","0",0.00160901045856798
9982,6,5,"F","1","0",3.95,1260,"Arts & Letters","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
