"Applicant","Edu_Parent1","Edu_Parent2","Sex","White","Asian","HSGPA","SAT_ACT","College","Admitted","Enrolled","College_GPA","Admit_Tree_Pred","Admit_Tree_Prob","Enrolled_Factor","Enroll_Tree_Pred","Enroll_Tree_Prob"
3351,7,6,"M","1","0",3.96,1350,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3361,7,7,"F","1","0",4.36,1420,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3363,5,6,"F","0","1",3.82,1360,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3364,4,4,"F","1","0",3.73,1340,"Arts & Letters","1","0",NA,0,0.336,"0","0",0.00160901045856798
3369,7,7,"F","1","0",4,1170,"Math & Science","1","1",3.113,1,0.854901960784314,"1","1",1
3373,4,4,"M","0","1",3.83,1260,"Math & Science","1","1",2.284,1,0.903225806451613,"1","1",1
3374,6,6,"M","1","0",4.05,1250,"Business & Economics","1","0",NA,1,0.717948717948718,"0","0",0.00160901045856798
3377,6,6,"F","1","0",3.35,1100,"Arts & Letters","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
3381,6,6,"F","0","0",4.15,1250,"Math & Science","1","0",NA,1,0.666666666666667,"0","0",0.00160901045856798
3385,4,6,"F","1","0",3.73,1180,"Arts & Letters","1","1",3.236,1,0.855172413793103,"1","1",1
3386,2,3,"F","0","0",3.86,1090,"Arts & Letters","1","0",NA,0,0.393939393939394,"0","0",0.00160901045856798
3389,6,6,"F","1","0",3.89,1440,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3391,7,6,"M","1","0",4.14,1170,"Math & Science","1","0",NA,1,0.590909090909091,"0","0",0.00160901045856798
3395,7,7,"F","1","0",3.92,1230,"Arts & Letters","1","1",3.372,1,0.854901960784314,"1","1",1
3397,7,4,"M","1","0",3.35,1410,"Arts & Letters","1","0",NA,0,0.156017830609212,"0","0",0.00160901045856798
3402,3,4,"F","1","0",3.9,1220,"Business & Economics","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
3412,7,7,"F","1","0",3.96,1320,"Math & Science","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
3414,3,6,"M","1","0",3.45,1330,"Math & Science","1","0",NA,0,0.156017830609212,"0","0",0.00160901045856798
3425,5,7,"M","1","0",3.68,1250,"Business & Economics","1","1",3.245,1,0.855172413793103,"1","1",1
3429,7,7,"M","1","0",4.31,1400,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3437,7,7,"M","1","0",4.1,1580,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3438,1,1,"M","0","0",3.52,1140,"Math & Science","1","1",3.271,1,0.855172413793103,"1","1",1
3442,7,6,"F","0","1",3.85,1350,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3443,6,7,"F","1","0",3.7,1220,"Math & Science","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
3446,6,6,"F","0","1",4.25,1450,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3449,2,3,"F","0","0",3.5,1350,"Math & Science","1","0",NA,0,0.156017830609212,"0","0",0.00160901045856798
3450,5,6,"M","1","0",4.08,1180,"Math & Science","1","0",NA,1,0.695652173913043,"0","0",0.00160901045856798
3463,6,6,"F","1","0",3.92,1460,"Business & Economics","1","1",2.936,1,0.896933560477002,"1","0",0.123106060606061
3468,2,2,"M","0","0",3.91,970,"Arts & Letters","1","0",NA,1,0.793939393939394,"0","0",0.173497267759563
3471,4,4,"F","1","0",4.05,1210,"Business & Economics","1","0",NA,1,0.717948717948718,"0","0",0.00160901045856798
3475,3,3,"M","0","1",4.35,1240,"Math & Science","1","0",NA,1,0.666666666666667,"0","0",0.00160901045856798
3476,7,6,"F","1","0",3.7,1310,"Arts & Letters","1","0",NA,0,0.336,"0","0",0.00160901045856798
3478,7,7,"F","1","0",4.05,1420,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3481,6,6,"F","1","0",3.9,1190,"Math & Science","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
3484,6,6,"F","1","0",4.2,1210,"Business & Economics","1","1",3.451,1,0.854901960784314,"1","1",1
3489,7,7,"F","1","0",4.33,1570,"Math & Science","1","1",4,1,0.896933560477002,"1","0",0.123106060606061
3490,6,4,"F","1","0",3.55,1230,"Business & Economics","1","1",2.479,1,0.855172413793103,"1","1",1
3493,3,7,"M","1","0",3.55,1430,"Business & Economics","1","1",3.269,1,0.855172413793103,"1","1",1
3497,4,4,"M","0","0",3.68,1190,"Math & Science","1","1",2.565,1,0.855172413793103,"1","1",1
3498,6,4,"F","1","0",3.29,1040,"Arts & Letters","1","1",2.467,1,0.855172413793103,"1","1",1
3503,2,1,"F","1","0",3.5,1080,"Math & Science","1","1",2.853,1,0.855172413793103,"1","1",1
3508,7,6,"F","1","0",3.09,1500,"Arts & Letters","1","0",NA,0,0.156017830609212,"0","0",0
3512,6,6,"M","1","0",3.68,1530,"Arts & Letters","1","0",NA,1,0.764705882352941,"0","0",0.173497267759563
3513,7,7,"M","1","0",4.35,1240,"Business & Economics","1","0",NA,1,0.717948717948718,"0","0",0.00160901045856798
3516,7,6,"F","0","1",3.9,1410,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3520,3,3,"F","0","0",4.33,1280,"Math & Science","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
3521,6,7,"F","1","0",3.21,1310,"Arts & Letters","1","1",2.413,1,0.84,"1","1",1
3523,7,6,"M","0","0",4.18,1480,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3524,6,7,"F","1","0",3.8,1370,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3530,6,4,"F","0","1",4.09,1400,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3531,6,7,"F","1","0",3.68,1350,"Business & Economics","1","0",NA,0,0.26978417266187,"0","0",0.00160901045856798
3537,7,6,"M","0","0",4,1340,"Business & Economics","1","1",3.21,1,0.73936170212766,"1","0",0.173497267759563
3540,7,6,"F","0","0",4.05,1190,"Business & Economics","1","1",3.443,1,0.854901960784314,"1","1",1
3541,5,2,"F","1","0",3.69,1120,"Math & Science","1","1",3.298,1,0.855172413793103,"1","1",1
3546,4,3,"M","1","0",3.5,1430,"Math & Science","1","1",3.188,1,0.855172413793103,"1","1",1
3550,7,6,"M","0","1",4.17,1310,"Business & Economics","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
3553,2,7,"F","0","0",4.05,1030,"Math & Science","1","0",NA,0,0.393939393939394,"0","0",0.00160901045856798
3558,2,1,"F","0","0",3.5,1190,"Math & Science","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
3564,3,2,"F","0","0",4.25,1030,"Business & Economics","1","0",NA,0,0.308370044052863,"0","0",0.00160901045856798
3565,7,6,"F","1","0",3.65,1160,"Math & Science","1","1",2.925,1,0.855172413793103,"1","1",1
3571,1,1,"M","0","0",4.11,1280,"Math & Science","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
3584,4,6,"F","1","0",4.14,1220,"Arts & Letters","1","1",3.417,1,0.854901960784314,"1","1",1
3586,7,7,"F","1","0",3.8,1320,"Math & Science","1","0",NA,0,0.378048780487805,"0","0",0.00160901045856798
3589,6,4,"F","1","0",3.75,1110,"Arts & Letters","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
3591,7,6,"M","1","0",3.94,1220,"Business & Economics","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
3592,7,7,"F","1","0",4.25,1250,"Business & Economics","1","0",NA,1,0.717948717948718,"0","0",0.00160901045856798
3594,7,7,"F","1","0",3.97,1270,"Math & Science","1","1",3.389,1,0.73936170212766,"1","0",0.173497267759563
3596,6,6,"F","1","0",3.86,1480,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3597,6,7,"F","0","0",4.28,1410,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3598,4,4,"M","0","1",4.09,1370,"Business & Economics","1","1",2.604,1,0.896933560477002,"1","0",0.123106060606061
3601,6,7,"M","0","0",4.17,1550,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3605,6,6,"M","1","0",3.92,1390,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3608,7,7,"F","1","0",4.18,1400,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3610,6,6,"F","1","0",4.08,1410,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3624,7,4,"M","0","1",4.04,1370,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3625,4,4,"F","1","0",3.96,1070,"Math & Science","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
3626,7,7,"F","0","0",4.1,1190,"Arts & Letters","1","0",NA,1,0.590909090909091,"0","0",0.00160901045856798
3628,6,5,"F","1","0",4,1170,"Math & Science","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
3632,7,6,"F","1","0",3.83,1280,"Math & Science","1","0",NA,0,0.378048780487805,"0","0",0.00160901045856798
3638,7,6,"F","1","0",3.64,1240,"Arts & Letters","1","1",3.421,1,0.855172413793103,"1","1",1
3645,6,5,"F","0","0",3.68,1130,"Arts & Letters","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
3652,7,7,"F","1","0",4,1310,"Business & Economics","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
3655,7,7,"F","1","0",4.29,1470,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3656,6,7,"M","1","0",3.95,1510,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3659,6,6,"F","1","0",3.08,1270,"Business & Economics","1","1",2.571,1,0.84,"1","1",1
3662,6,3,"M","0","0",4.27,1130,"Math & Science","1","0",NA,0,0.308370044052863,"0","0",0.00160901045856798
3667,2,1,"M","0","1",4.09,1330,"Math & Science","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
3668,6,6,"F","1","0",3.62,1260,"Arts & Letters","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
3675,7,7,"F","1","0",4.31,1600,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3683,6,7,"M","0","1",4.08,1260,"Business & Economics","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
3687,4,6,"F","0","1",4.27,1530,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3688,6,6,"M","1","0",3.45,1180,"Business & Economics","1","1",2.66,1,0.855172413793103,"1","1",1
3690,6,7,"F","0","0",4.14,1380,"Math & Science","1","1",2.957,1,0.896933560477002,"1","0",0.123106060606061
3693,6,7,"F","1","0",3.62,1220,"Math & Science","1","1",2.628,1,0.855172413793103,"1","1",1
3697,6,6,"M","1","0",3.83,1360,"Business & Economics","1","1",3.367,1,0.896933560477002,"1","0",0.123106060606061
3698,7,7,"F","0","0",3.95,1210,"Arts & Letters","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
3699,7,4,"F","1","0",4.15,1360,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3705,3,3,"M","0","0",3.22,1100,"Business & Economics","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
3711,5,5,"M","1","0",4.12,1130,"Math & Science","1","1",2.806,1,0.854901960784314,"1","1",1
3715,6,6,"F","1","0",4.27,1250,"Business & Economics","1","1",3.107,1,0.854901960784314,"1","1",1
3716,2,7,"F","1","0",3.18,1110,"Arts & Letters","1","1",2.838,1,0.84,"1","1",1
3724,7,7,"F","1","0",3.86,1350,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3729,6,7,"M","0","1",3.78,1420,"Math & Science","1","1",3.047,1,0.855172413793103,"1","1",1
3730,6,5,"M","0","0",3.62,1420,"Math & Science","1","0",NA,0,0.384615384615385,"0","0",0.00160901045856798
3733,7,6,"M","0","0",3.86,1460,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3736,7,7,"F","0","1",4.18,1350,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3737,2,2,"F","0","1",3.91,1080,"Business & Economics","1","0",NA,1,0.793939393939394,"0","0",0.173497267759563
3739,6,5,"F","0","0",4.28,1550,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3743,6,7,"F","1","0",3.95,1360,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3747,7,7,"M","1","0",4.04,1410,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3750,6,6,"F","0","0",4.13,1050,"Arts & Letters","1","0",NA,0,0.308370044052863,"0","0",0.00160901045856798
3752,5,6,"F","1","0",4.32,1340,"Business & Economics","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
3753,6,3,"M","1","0",3.91,1370,"Math & Science","1","1",2.767,1,0.896933560477002,"1","0",0.123106060606061
3756,3,6,"F","1","0",4.09,1310,"Arts & Letters","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
3758,6,6,"F","1","0",3.91,1230,"Math & Science","1","1",3.573,1,0.854901960784314,"1","1",1
3763,6,7,"M","0","0",3.65,1300,"Math & Science","1","0",NA,0,0.26978417266187,"0","0",0.00160901045856798
3764,3,3,"M","1","0",4.08,1110,"Business & Economics","1","1",3.081,1,0.854901960784314,"1","1",1
3766,3,7,"F","1","0",3.71,1430,"Arts & Letters","1","0",NA,0,0.384615384615385,"0","0",0.00160901045856798
3768,6,6,"F","0","0",3.86,1490,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3769,7,7,"F","1","0",4.36,1410,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3774,6,6,"M","1","0",4.05,1280,"Business & Economics","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
3775,4,7,"F","1","0",4.1,1480,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3781,7,7,"M","1","0",3.28,1440,"Math & Science","1","1",2.899,1,0.855172413793103,"1","1",1
3782,4,5,"F","0","0",4.11,1190,"Arts & Letters","1","0",NA,1,0.695652173913043,"0","0",0.00160901045856798
3788,4,7,"F","1","0",3.69,1350,"Arts & Letters","1","0",NA,0,0.336,"0","0",0.00160901045856798
3789,6,6,"M","1","0",4.04,1370,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3791,6,6,"M","1","0",3.57,1470,"Math & Science","1","0",NA,0,0.227272727272727,"0","0",0.00160901045856798
3792,7,7,"F","1","0",3.58,1290,"Math & Science","1","0",NA,0,0.26978417266187,"0","0",0.00160901045856798
3794,7,7,"F","1","0",4.33,1560,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3795,4,6,"F","0","0",3.41,1280,"Arts & Letters","1","0",NA,0,0.156017830609212,"0","0",0.00160901045856798
3799,6,6,"F","1","0",4.15,1250,"Business & Economics","1","0",NA,1,0.717948717948718,"0","0",0.00160901045856798
3800,7,6,"M","1","0",3.92,1280,"Arts & Letters","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
3801,7,6,"F","0","0",4.09,1220,"Math & Science","1","0",NA,1,0.590909090909091,"0","0",0.00160901045856798
3805,7,7,"F","1","0",4.33,1480,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3812,7,7,"F","0","0",4,1460,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3816,4,6,"F","1","0",4.22,1170,"Math & Science","1","0",NA,0,0.1,"0","0",0.00160901045856798
3819,7,7,"F","1","0",3.54,1380,"Business & Economics","1","1",3.534,1,0.855172413793103,"1","1",1
3821,3,5,"F","0","1",4.14,1190,"Math & Science","1","0",NA,1,0.695652173913043,"0","0",0.00160901045856798
3823,1,4,"F","0","0",3.73,1360,"Arts & Letters","1","0",NA,1,0.916666666666667,"0","0",0.123106060606061
3824,7,5,"F","1","0",3.8,1030,"Arts & Letters","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
3825,4,3,"F","1","0",4.04,1180,"Arts & Letters","1","1",3.252,1,0.854901960784314,"1","1",1
3828,6,4,"M","1","0",3.88,1260,"Math & Science","1","0",NA,0,0.378048780487805,"0","0",0.00160901045856798
3831,7,5,"M","1","0",3.64,1450,"Math & Science","1","0",NA,0,0.384615384615385,"0","0",0.00160901045856798
3832,6,6,"F","1","0",4.09,1160,"Business & Economics","1","0",NA,1,0.717948717948718,"0","0",0.00160901045856798
3833,7,7,"F","0","0",4.32,1310,"Business & Economics","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
3836,6,6,"F","1","0",3.78,1230,"Arts & Letters","1","1",3.161,1,0.855172413793103,"1","1",1
3837,7,4,"M","0","0",4.14,1210,"Business & Economics","1","0",NA,1,0.717948717948718,"0","0",0.00160901045856798
3841,7,7,"M","1","0",3.86,1350,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3844,4,3,"M","1","0",3.68,1380,"Arts & Letters","1","0",NA,0,0.26978417266187,"0","0",0.00160901045856798
3845,7,6,"F","1","0",4.27,1520,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3856,7,5,"F","1","0",4.31,1340,"Math & Science","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
3858,2,3,"F","0","1",3.9,1320,"Math & Science","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
3860,7,5,"F","1","0",4.29,1420,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3861,7,6,"M","1","0",4.25,1530,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3862,7,6,"F","0","1",4,1310,"Business & Economics","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
3864,7,5,"M","1","0",3.14,1260,"Business & Economics","1","1",2.197,1,0.84,"1","1",1
3867,6,6,"M","1","0",3.8,1320,"Arts & Letters","1","0",NA,0,0.378048780487805,"0","0",0.00160901045856798
3868,6,4,"F","1","0",3.65,1170,"Business & Economics","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
3869,6,6,"F","1","0",4,1390,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3873,6,4,"M","1","0",4.27,1230,"Business & Economics","1","1",3.818,1,0.854901960784314,"1","1",1
3876,7,6,"M","1","0",3.7,1340,"Arts & Letters","1","1",3.176,1,0.855172413793103,"1","1",1
3877,7,6,"F","0","0",3.86,1420,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3879,7,7,"M","1","0",4,1460,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3880,4,7,"F","1","0",3.83,1340,"Arts & Letters","1","0",NA,0,0.378048780487805,"0","0",0.00160901045856798
3881,2,1,"F","0","0",3.88,940,"Math & Science","1","0",NA,0,0.320754716981132,"0","0",0.00160901045856798
3883,1,7,"F","0","0",4.24,1430,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3886,6,6,"F","1","0",4.12,1400,"Business & Economics","1","1",3.922,1,0.896933560477002,"1","0",0.123106060606061
3888,7,6,"F","1","0",3.95,1330,"Math & Science","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
3889,7,7,"F","1","0",3.29,1200,"Arts & Letters","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
3890,7,7,"F","1","0",4.33,1310,"Math & Science","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
3895,6,6,"M","1","0",3.83,1310,"Business & Economics","1","0",NA,0,0.378048780487805,"0","0",0.00160901045856798
3900,6,6,"F","1","0",3.94,1270,"Math & Science","1","1",2.739,1,0.73936170212766,"1","0",0.173497267759563
3901,6,6,"F","1","0",4,1210,"Business & Economics","1","1",3.758,1,0.854901960784314,"1","1",1
3903,7,4,"F","0","0",3.41,1270,"Arts & Letters","1","0",NA,0,0.156017830609212,"0","0",0.00160901045856798
3906,5,5,"F","1","0",3.65,1150,"Arts & Letters","1","1",2.644,1,0.855172413793103,"1","1",1
3914,4,5,"F","1","0",3.9,1290,"Business & Economics","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
3915,3,3,"M","1","0",4.15,1530,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3922,7,7,"F","0","0",4.08,1160,"Math & Science","1","0",NA,1,0.590909090909091,"0","0",0.00160901045856798
3927,6,7,"F","1","0",3.5,1040,"Arts & Letters","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
3930,6,6,"F","1","0",4.19,1470,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3934,7,6,"M","0","1",3.83,1450,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3935,7,7,"M","0","1",3.25,1200,"Business & Economics","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
3940,1,3,"F","0","0",4.28,1030,"Arts & Letters","1","0",NA,0,0.393939393939394,"0","0",0.00160901045856798
3941,7,6,"F","0","1",3.64,1450,"Math & Science","1","0",NA,0,0.384615384615385,"0","0",0.00160901045856798
3944,7,6,"F","1","0",3.9,1340,"Arts & Letters","1","1",3.717,1,0.73936170212766,"1","0",0.173497267759563
3951,1,1,"F","0","0",4.23,1110,"Math & Science","1","0",NA,1,0.793939393939394,"0","0",0.173497267759563
3952,6,6,"M","1","0",4.05,1530,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3955,2,2,"F","0","0",4.14,1170,"Math & Science","1","0",NA,1,0.793939393939394,"0","0",0.173497267759563
3961,7,6,"M","1","0",4.28,1510,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3963,6,3,"M","1","0",3.39,1230,"Business & Economics","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
3966,4,4,"M","1","0",4.08,1280,"Math & Science","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
3967,1,3,"F","0","0",3.28,1100,"Arts & Letters","1","1",1.92,1,0.855172413793103,"1","1",1
3968,3,6,"F","0","0",4.27,1140,"Arts & Letters","1","0",NA,0,0.308370044052863,"0","0",0.00160901045856798
3971,4,7,"M","1","0",4.08,1270,"Math & Science","1","1",3.786,1,0.73936170212766,"1","0",0.173497267759563
3978,2,1,"M","1","0",4.24,1400,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3979,2,6,"F","0","0",4.05,1300,"Math & Science","1","1",2.775,1,0.73936170212766,"1","0",0.173497267759563
3980,5,6,"F","1","0",4.23,1320,"Math & Science","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
3987,3,5,"M","1","0",4.12,1220,"Math & Science","1","1",2.647,1,0.854901960784314,"1","1",1
3996,7,7,"M","0","0",3.79,1430,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3997,6,7,"F","1","0",4.06,1430,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
3998,1,1,"F","0","1",3.9,1090,"Business & Economics","1","0",NA,1,0.793939393939394,"0","0",0.173497267759563
4001,5,4,"M","1","0",4.19,1310,"Math & Science","1","1",2.349,1,0.73936170212766,"1","0",0.173497267759563
4006,3,3,"F","0","1",4.36,1440,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
4013,6,6,"F","1","0",4.17,1280,"Arts & Letters","1","1",3.851,1,0.73936170212766,"1","0",0.173497267759563
4017,6,3,"M","1","0",3.45,1330,"Arts & Letters","1","0",NA,0,0.156017830609212,"0","0",0.00160901045856798
4019,4,3,"F","0","1",4.12,1430,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
4026,3,3,"M","0","0",3.39,950,"Business & Economics","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
4029,7,7,"F","0","0",3.5,1280,"Arts & Letters","1","1",2.402,1,0.855172413793103,"1","1",1
4030,5,5,"M","1","0",4,1120,"Business & Economics","1","1",2.374,1,0.854901960784314,"1","1",1
4031,7,6,"F","0","0",3.82,1270,"Math & Science","1","0",NA,0,0.378048780487805,"0","0",0.00160901045856798
4038,7,7,"F","1","0",4.22,1230,"Math & Science","1","0",NA,1,0.590909090909091,"0","0",0.00160901045856798
4039,6,6,"F","1","0",4.05,1370,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
4041,3,6,"F","1","0",3.42,1130,"Arts & Letters","1","1",3.145,1,0.855172413793103,"1","1",1
4042,7,7,"M","1","0",3.64,1440,"Business & Economics","1","0",NA,1,0.880952380952381,"0","0",0.123106060606061
4044,7,7,"F","0","1",3.93,1320,"Math & Science","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
4048,6,6,"M","1","0",3.88,1080,"Business & Economics","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
4049,3,7,"M","1","0",3.9,1350,"Business & Economics","1","1",3.246,1,0.896933560477002,"1","0",0.123106060606061
4050,7,7,"M","0","1",3.86,1350,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
4056,6,7,"F","1","0",3.89,1120,"Arts & Letters","1","1",3.584,1,0.854901960784314,"1","1",1
4057,1,3,"M","0","0",3.96,1340,"Business & Economics","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
4058,7,6,"F","1","0",4,1270,"Business & Economics","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
4060,6,5,"M","1","0",3.27,1220,"Arts & Letters","1","1",2.853,1,0.855172413793103,"1","1",1
4066,6,6,"M","1","0",3.38,1400,"Math & Science","1","0",NA,0,0.156017830609212,"0","0",0.00160901045856798
4071,6,6,"F","0","1",4,1290,"Business & Economics","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
4072,6,6,"M","0","0",3.91,1390,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
4073,7,7,"M","0","0",4,1360,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
4074,7,7,"M","1","0",3.91,1250,"Math & Science","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
4075,6,6,"F","1","0",4.21,1230,"Math & Science","1","0",NA,1,0.666666666666667,"0","0",0.00160901045856798
4076,7,7,"F","0","1",4.05,1390,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
4077,6,7,"F","0","0",3.86,1160,"Arts & Letters","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
4080,3,1,"M","0","1",3.81,1270,"Business & Economics","1","0",NA,1,0.909090909090909,"0","0",0
4082,7,6,"M","1","0",3.77,1290,"Business & Economics","1","1",3.124,1,0.855172413793103,"1","1",1
4084,7,7,"M","1","0",4,1390,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
4091,4,5,"F","0","0",4,1220,"Arts & Letters","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
4094,6,6,"F","1","0",4.38,1480,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
4097,3,6,"F","1","0",4.3,1250,"Arts & Letters","1","0",NA,1,0.666666666666667,"0","0",0.00160901045856798
4098,4,3,"M","1","0",4.3,1400,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
4103,7,6,"F","0","0",3.57,1340,"Business & Economics","1","1",3.052,1,0.855172413793103,"1","1",1
4104,6,3,"M","1","0",4.17,1240,"Business & Economics","1","1",3.344,1,0.854901960784314,"1","1",1
